uin,award_name,awarded_by,award_year,award_country,award_level,award_source_url_1,award_source_url_2,award_source_url_3,award_processed_date_timestamp,award_inserted_date_timestamp,award_updated_timestamp,award_delete_flag_timestamp
WB020090,,,,,,,,,,,,
WB020225,,,,,,,,,,,,
WB020240,,,,,,,,,,,,
WB020271,,,,,,,,,,,,
WB020291,,,,,,,,,,,,
WB020297,Distinction in Biochemistry,,1995.0,India,National,https://www.practo.com/kolkata/doctor/dr-dilip-kumar-2-cardiologist,,,2025-04-02 12:32:01,2025-04-02 12:32:01,,
WB020297,Nominated for the Best Resident Award,Banaras Hindu University,2003.0,India,National,https://www.practo.com/kolkata/doctor/dr-dilip-kumar-2-cardiologist,,,2025-04-02 12:32:01,2025-04-02 12:32:01,,
WB020297,Winner of the National Postgraduate Quiz,,2003.0,,National,https://drdilipcardio.com/about/,,,2025-06-19 09:49:06,2025-06-19 09:49:06,,
WB020297,Healthcare Pioneers of the East Award,Times Group,2020.0,India,National,https://drdilipcardio.com/about/,,,2025-06-19 09:49:06,2025-06-19 09:49:06,,
WB020297,Pioneer in Structural Heart Interventions in Eastern India,,,India,National,https://drdilipcardio.com/about/,,,2025-06-19 09:49:06,2025-06-19 09:49:06,,
WB020375,,,,,,,,,,,,
WB020463,,,,,,,,,,,,
WB020481,Certificate of Excellence Award,European Society of Cardiology,2018.0,France,International,https://www.practo.com/bangalore/doctor/abhishek-ghosh-internal-medicine,,,2025-03-18 09:49:40,2025-03-18 09:49:40,,
WB020504,,,,,,,,,,,,
WB020571,,,,,,,,,,,,
WB020643,,,,,,,,,,,,
WB020742,Albert Renold Fellowship Award,,2005.0,India,National,https://www.practo.com/kolkata/doctor/dr-kaushik-pandit-diabetologist-2,,,2025-04-05 18:08:47,2025-04-05 18:08:47,,
WB020742,Best Student Award,,1984.0,India,National,https://www.practo.com/kolkata/doctor/dr-kaushik-pandit-diabetologist-2,,,2025-04-05 18:08:47,2025-04-05 18:08:47,,
WB020742,Gold Medal in MD,,1997.0,India,National,https://www.practo.com/kolkata/doctor/dr-kaushik-pandit-diabetologist-2,,,2025-04-05 18:08:47,2025-04-05 18:08:47,,
WB020745,,,,,,,,,,,,
WB020752,,,,,,,,,,,,
WB020770,,,,,,,,,,,,
WB020845,,,,,,,,,,,,
WB020961,,,,,,,,,,,,
WB020995,,,,,,,,,,,,
WB021003,,,,,,,,,,,,
WB021050,,,,,,,,,,,,
WB021096,,,,,,,,,,,,
WB021102,,,,,,,,,,,,
WB021200,,,,,,,,,,,,
WB021205,,,,,,,,,,,,
WB021222,,,,,,,,,,,,
WB021288,,,,,,,,,,,,
WB021331,Times of India Award,,2021.0,India,National,https://healthinde.com/doctor/dr-saumitra-ray,,,2025-03-21 14:26:11,2025-03-21 14:26:11,,
WB021334,,,,,,,,,,,,
WB021361,,,,,,,,,,,,
WB021387,,,,,,,,,,,,
WB021416,,,,,,,,,,,,
WB021427,,,,,,,,,,,,
WB021433,,,,,,,,,,,,
WB021441,First Prize for the best case presentation,Society for Endocrinology,2007.0,,National,https://www.practo.com/kolkata/doctor/dr-kalyan-kumar-gangopadhyay-diabetologist,,,2025-03-24 12:54:59,2025-03-24 12:54:59,,
WB021441,Nussey Prize for the best presentation,University Hospital Birmingham,2007.0,United Kingdom,International,https://ckbirlahospitals.com/cmri/doctor/dr-kalyan-kumar-gangopadhyay,,,2025-03-24 12:41:45,2025-03-24 12:41:45,,
WB021441,Owen Wade Prize,West Midlands Physician Association,2006.0,India,National,https://ckbirlahospitals.com/cmri/doctor/dr-kalyan-kumar-gangopadhyay,,,2025-03-24 12:36:41,2025-03-24 12:36:41,,
WB021441,Stephen Whittaker Prize for the best paper presentation,,2005.0,,National,https://ckbirlahospitals.com/cmri/doctor/dr-kalyan-kumar-gangopadhyay,,,2025-03-24 12:42:40,2025-03-24 12:42:40,,
WB021441,West Midlands annual Prize for the best presentation,,2006.0,,National,https://ckbirlahospitals.com/cmri/doctor/dr-kalyan-kumar-gangopadhyay,,,2025-03-24 12:42:45,2025-03-24 12:42:45,,
WB021447,,,,,,,,,,,,
WB021477,Gandhi Centenary Award,,,India,National,https://www.practo.com/kolkata/doctor/dr-dhiman-kahali-cardiologist?practice_id=1263792&specialization=Angiopathy,,,2025-03-31 18:06:53,2025-03-31 18:06:53,,
WB021477,National Science Talent Search Scholar Award,,,India,National,https://www.practo.com/kolkata/doctor/dr-dhiman-kahali-cardiologist?practice_id=1263792&specialization=Angiopathy,,,2025-03-31 18:06:53,2025-03-31 18:06:53,,
WB021499,,,,,,,,,,,,
WB021513,,,,,,,,,,,,
WB021580,,,,,,,,,,,,
WB021582,,,,,,,,,,,,
WB021670,AV Gandhi Gold Medal,Excellence in Endocrinology,2010.0,India,National,https://www.skedoc.com/kolkata/doctor/dr-anirban-sinha-endocrinologist,,,2025-03-19 10:18:38,2025-03-19 10:18:38,,
WB021670,Young Thyroidology Rising Star Award,,2014.0,India,National,https://www.skedoc.com/kolkata/doctor/dr-anirban-sinha-endocrinologist,,,2025-03-19 10:18:04,2025-03-19 10:18:04,,
WB021679,,,,,,,,,,,,
WB021720,,,,,,,,,,,,
WB021747,,,,,,,,,,,,
WB021786,,,,,,,,,,,,
WB021870,,,,,,,,,,,,
WB021947,,,,,,,,,,,,
WB022134,,,,,,,,,,,,
WB022297,,,,,,,,,,,,
WB022377,,,,,,,,,,,,
WB022435,,,,,,,,,,,,
WB022611,,,,,,,,,,,,
WB022621,,,,,,,,,,,,
WB022908,,,,,,,,,,,,
WB022914,,,,,,,,,,,,
WB022969,Baroda Kanta Memorial Medal,,2000.0,India,National,https://www.practo.com/kolkata/doctor/kuntal-cardiologist,,,2025-03-22 16:16:40,2025-03-22 16:16:40,,
WB022969,Debjani Banerjee Memorial Medal Award,,2000.0,India,National,https://www.practo.com/kolkata/doctor/kuntal-cardiologist,,,2025-03-22 16:16:40,2025-03-22 16:16:40,,
WB022969,Dr. Banamali Chakraborty Medal (Pharmacology),,1998.0,India,National,https://www.practo.com/kolkata/doctor/kuntal-cardiologist,,,2025-03-22 16:16:40,2025-03-22 16:16:40,,
WB022969,Dr. Prasanta Sengupta Memorial Medal,,1998.0,India,National,https://www.practo.com/kolkata/doctor/kuntal-cardiologist,,,2025-03-22 16:16:40,2025-03-22 16:16:40,,
WB022981,,,,,,,,,,,,
WB023054,,,,,,,,,,,,
WB023059,Gold Medal in DM Cardiology,,2015.0,India,National,https://www.practo.com/kolkata/doctor/siddhartha-mani-cardiologist,,,2025-03-27 09:32:30,2025-03-27 09:32:30,,
WB023059,Prof. Sital Ghosh Memorial Award,,2012.0,India,National,https://www.practo.com/kolkata/doctor/siddhartha-mani-cardiologist,,,2025-03-27 09:36:47,2025-03-27 09:36:47,,
WB023060,,,,,,,,,,,,
WB023095,,,,,,,,,,,,
WB023101,,,,,,,,,,,,
WB023115,,,,,,,,,,,,
WB023161,,,,,,,,,,,,
WB023207,,,,,,,,,,,,
WB023265,Best Cardiology Resident Award,West Bengal University of Health Sciences,2018.0,India,National,https://www.medijourney.co.in/doctor/dr-shilanjan-roy,,,2025-03-26 18:25:20,2025-03-26 18:25:20,,
WB023265,Gold Medal For Excellence in MD,,,India,National,https://healthinde.com/doctor/dr-shilanjan-roy,,,2025-03-26 18:25:20,2025-03-26 18:25:20,,
WB023265,Governor Silver Medal,,,India,National,https://healthinde.com/doctor/dr-shilanjan-roy,,,2025-03-26 18:25:20,2025-03-26 18:25:20,,
WB023265,Institutional Topper in DM Cardiology,,,India,National,https://www.skedoc.com/kolkata/doctor/dr-shilanjan-roy-cardiologist,,,2025-03-26 18:25:20,2025-03-26 18:25:20,,
WB023306,,,,,,,,,,,,
WB023381,,,,,,,,,,,,
WB023484,,,,,,,,,,,,
WB023747,,,,,,,,,,,,
WB023771,,,,,,,,,,,,
WB023794,,,,,,,,,,,,
WB024036,,,,,,,,,,,,
WB024050,,,,,,,,,,,,
WB024076,,,,,,,,,,,,
WB024100,,,,,,,,,,,,
WB024116,,,,,,,,,,,,
WB024117,,,,,,,,,,,,
WB024129,,,,,,,,,,,,
WB024141,,,,,,,,,,,,
WB024303,,,,,,,,,,,,
WB024328,,,,,,,,,,,,
WB024700,,,,,,,,,,,,
WB024889,,,,,,,,,,,,
WB024908,,,,,,,,,,,,
WB024969,1st Rank in All Assam First Aid Exam,Red Cross,,India,National,https://www.practo.com/kolkata/doctor/dr-manoj-kumar-daga-cardiologist,,,2025-04-11 18:24:51,2025-04-11 18:24:51,,
WB024969,Dr B.l. Sanwal Award,,,India,National,https://www.practo.com/kolkata/doctor/dr-manoj-kumar-daga-cardiologist,,,2025-04-11 18:55:18,2025-04-11 18:55:18,,
WB024981,,,,,,,,,,,,
WB026117,,,,,,,,,,,,
WB026410,Best Challenging Case Presentation Award,,2018.0,India,National,https://www.narayanahealth.org/c/kolkata/cardiology-adult-electrophysiology/dr-debabrata-bera,,,2025-03-24 18:57:07,2025-03-24 18:57:07,,
WB026410,Best Poster Award,,2008.0,India,National,https://www.narayanahealth.org/c/kolkata/cardiology-adult-electrophysiology/dr-debabrata-bera,,,2025-03-24 18:57:07,2025-03-24 18:57:07,,
WB027048,,,,,,,,,,,,
WB027078,,,,,,,,,,,,
WB027346,,,,,,,,,,,,
WB027904,,,,,,,,,,,,
WB028093,,,,,,,,,,,,
WB028142,,,,,,,,,,,,
WB029146,,,,,,,,,,,,
WB029685,,,,,,,,,,,,
WB029797,,,,,,,,,,,,
WB029817,,,,,,,,,,,,
WB029836,4th in Medical and 13th in Engineering in WBJEE,,2001.0,India,National,https://www.practo.com/kolkata/doctor/dr-suman-karmakar-cardiologist,,,2025-04-05 17:59:09,2025-04-05 17:59:09,,
WB029836,Higher Secondary Examination Award,,2001.0,India,National,https://www.practo.com/kolkata/doctor/dr-suman-karmakar-cardiologist,,,2025-04-05 17:18:45,2025-04-05 17:18:45,,
WB029836,Madhyamik Pariksha 1st Prize,,1999.0,India,National,https://www.practo.com/kolkata/doctor/dr-suman-karmakar-cardiologist,,,2025-04-05 17:09:40,2025-04-05 17:09:40,,
WB029836,Ranked 1st in University in the final professional MBBS examination,,,India,National,https://www.practo.com/kolkata/doctor/dr-suman-karmakar-cardiologist,,,2025-04-05 17:56:31,2025-04-05 17:56:31,,
WB029836,Ranked 2nd in AIIMS PG entrance examination for July session,,2008.0,India,National,https://www.practo.com/kolkata/doctor/dr-suman-karmakar-cardiologist,,,2025-04-05 17:48:17,2025-04-05 17:48:17,,
WB029875,,,,,,,,,,,,
WB030094,,,,,,,,,,,,
WB030102,,,,,,,,,,,,
WB030439,,,,,,,,,,,,
WB030519,,,,,,,,,,,,
WB030550,,,,,,,,,,,,
WB030580,,,,,,,,,,,,
WB030581,,,,,,,,,,,,
WB030648,,,,,,,,,,,,
WB030677,,,,,,,,,,,,
WB030714,,,,,,,,,,,,
WB030715,,,,,,,,,,,,
WB030722,,,,,,,,,,,,
WB030806,,,,,,,,,,,,
WB030982,,,,,,,,,,,,
WB031101,,,,,,,,,,,,
WB031178,,,,,,,,,,,,
WB031267,,,,,,,,,,,,
WB031652,,,,,,,,,,,,
WB031660,,,,,,,,,,,,
WB031828,,,,,,,,,,,,
WB031990,,,,,,,,,,,,
WB032070,,,,,,,,,,,,
WB032573,,,,,,,,,,,,
WB032660,,,,,,,,,,,,
WB032861,,,,,,,,,,,,
WB033422,,,,,,,,,,,,
WB033623,,,,,,,,,,,,
WB033921,,,,,,,,,,,,
WB033951,,,,,,,,,,,,
WB033980,,,,,,,,,,,,
WB034078,,,,,,,,,,,,
WB034184,,,,,,,,,,,,
WB034246,,,,,,,,,,,,
WB034700,,,,,,,,,,,,
WB034786,,,,,,,,,,,,
WB034799,,,,,,,,,,,,
WB034964,,,,,,,,,,,,
WB034966,,,,,,,,,,,,
WB035041,,,,,,,,,,,,
WB035175,,,,,,,,,,,,
WB035309,,,,,,,,,,,,
WB035500,,,,,,,,,,,,
WB035580,,,,,,,,,,,,
WB035638,,,,,,,,,,,,
WB035695,,,,,,,,,,,,
WB035938,,,,,,,,,,,,
WB036310,,,,,,,,,,,,
WB036466,,,,,,,,,,,,
WB036471,,,,,,,,,,,,
WB036476,,,,,,,,,,,,
WB036815,Gold Medal,,2003.0,India,National,https://www.practo.com/kolkata/doctor/suchit-majumdar-cardiologist,,,2025-04-11 14:30:45,2025-04-11 14:30:45,,
WB036815,Honour Award,,2003.0,India,National,https://www.practo.com/kolkata/doctor/suchit-majumdar-cardiologist,,,2025-04-11 14:36:10,2025-04-11 14:36:10,,
WB037118,,,,,,,,,,,,
WB037157,,,,,,,,,,,,
WB037277,Gold Medal in Biochemistry,,,India,National,https://medycity.com/hospital/doctor-profile/eyJkb2N0b3JfaWQiOiIzNzMifQ%3D%3D,,,2025-03-25 10:05:07,2025-03-25 10:05:07,,
WB037277,Silver Medal in Biochemistry,,,India,National,https://medycity.com/hospital/doctor-profile/eyJkb2N0b3JfaWQiOiIzNzMifQ%3D%3D,,,2025-03-25 10:05:07,2025-03-25 10:05:07,,
WB037951,,,,,,,,,,,,
WB038331,,,,,,,,,,,,
WB038685,,,,,,,,,,,,
WB038844,,,,,,,,,,,,
WB039106,,,,,,,,,,,,
WB039233,,,,,,,,,,,,
WB039588,,,,,,,,,,,,
WB039619,,,,,,,,,,,,
WB039631,,,,,,,,,,,,
WB039644,,,,,,,,,,,,
WB039905,,,,,,,,,,,,
WB039966,,,,,,,,,,,,
WB040109,,,,,,,,,,,,
WB040125,,,,,,,,,,,,
WB040501,,,,,,,,,,,,
WB040510,,,,,,,,,,,,
WB041022,,,,,,,,,,,,
WB041310,Best Case Presentation Award,TCTAP 2016,2016.0,,National,https://www.skedoc.com/kolkata/doctor/dr-arindam-pande-cardiologist,,,2025-03-09 09:00:00,2025-03-09 09:00:00,,
WB041310,Champion in Young Leadership Award in SCI,,2015.0,India,National,https://www.skedoc.com/kolkata/doctor/dr-arindam-pande-cardiologist,,,2025-03-09 09:00:00,2025-03-09 09:00:00,,
WB041815,,,,,,,,,,,,
WB041934,,,,,,,,,,,,
WB041956,,,,,,,,,,,,
WB042016,,,,,,,,,,,,
WB042184,4th Best Original Research Award,,2008.0,India,National,https://www.practo.com/kolkata/doctor/soumya-patra-cardiologist,,,2025-03-28 18:23:34,2025-03-28 18:23:34,,
WB042184,Best Prime Time Presentation Award,Cardiological Society of India,2014.0,India,National,https://www.practo.com/kolkata/doctor/soumya-patra-cardiologist,,,2025-03-28 18:45:39,2025-03-28 18:45:39,,
WB042184,Gold Medallist,,2014.0,India,National,https://www.practo.com/kolkata/doctor/soumya-patra-cardiologist,,,2025-03-28 18:49:25,2025-03-28 18:49:25,,
WB042184,S T Achar Endowment Award,,2009.0,India,National,https://www.practo.com/kolkata/doctor/soumya-patra-cardiologist,,,2025-03-28 18:49:29,2025-03-28 18:49:29,,
WB042201,,,,,,,,,,,,
WB042248,,,,,,,,,,,,
WB042276,,,,,,,,,,,,
WB042337,,,,,,,,,,,,
WB042527,,,,,,,,,,,,
WB042605,,,,,,,,,,,,
WB042619,,,,,,,,,,,,
WB042640,,,,,,,,,,,,
WB042705,,,,,,,,,,,,
WB042791,,,,,,,,,,,,
WB042859,,,,,,,,,,,,
WB042903,,,,,,,,,,,,
WB042997,,,,,,,,,,,,
WB042999,,,,,,,,,,,,
WB043004,,,,,,,,,,,,
WB043023,,,,,,,,,,,,
WB043264,,,,,,,,,,,,
WB043331,,,,,,,,,,,,
WB043344,,,,,,,,,,,,
WB043432,,,,,,,,,,,,
WB043449,,,,,,,,,,,,
WB043616,,,,,,,,,,,,
WB043639,,,,,,,,,,,,
WB043860,,,,,,,,,,,,
WB043876,,,,,,,,,,,,
WB043904,,,,,,,,,,,,
WB043924,,,,,,,,,,,,
WB044012,,,,,,,,,,,,
WB044201,,,,,,,,,,,,
WB044230,,,,,,,,,,,,
WB044618,,,,,,,,,,,,
WB044687,,,,,,,,,,,,
WB044759,,,,,,,,,,,,
WB045348,,,,,,,,,,,,
WB045360,,,,,,,,,,,,
WB045435,,,,,,,,,,,,
WB045506,,,,,,,,,,,,
WB045657,,,,,,,,,,,,
WB045671,,,,,,,,,,,,
WB045679,,,,,,,,,,,,
WB045717,Hypertension Specialist Award,European Society of Cardiology,2010.0,,International,https://stage.healthrevu.com/provider/doctor-cardiologist/india/kolkata/debashish-saha,,,2025-03-09 16:30:00,2025-03-09 16:30:00,,
WB045717,Lipidologist Award,The Endocrine Society of USA,2012.0,United States of America,International,https://stage.healthrevu.com/provider/doctor-cardiologist/india/kolkata/debashish-saha,,,2025-03-09 16:30:00,2025-03-09 16:30:00,,
WB045932,,,,,,,,,,,,
WB046157,,,,,,,,,,,,
WB046223,,,,,,,,,,,,
WB046259,,,,,,,,,,,,
WB046550,,,,,,,,,,,,
WB046592,,,,,,,,,,,,
WB046723,,,,,,,,,,,,
WB046758,,,,,,,,,,,,
WB047419,,,,,,,,,,,,
WB047456,Baroda Kanta Memorial Medal,,2000.0,,National,https://www.skedoc.com/kolkata/doctor/dr-kuntal-bhattacharya-cardiologist,,,2025-03-24 11:33:09,2025-03-24 11:33:09,,
WB047456,Debjani Banerjee Memorial Medal,,2000.0,,National,https://www.skedoc.com/kolkata/doctor/dr-kuntal-bhattacharya-cardiologist,,,2025-03-24 11:02:22,2025-03-24 11:02:22,,
WB047456,Dr. Banamali Chakraborty Medal in Pharmacology,,1998.0,,National,https://www.skedoc.com/kolkata/doctor/dr-kuntal-bhattacharya-cardiologist,,,2025-03-24 11:24:32,2025-03-24 11:24:32,,
WB047456,Dr. Biren Das Memorial Medal,,2000.0,,National,https://www.skedoc.com/kolkata/doctor/dr-kuntal-bhattacharya-cardiologist,,,2025-03-24 11:36:04,2025-03-24 11:36:04,,
WB047456,Dr. Prasanta Sengupta Memorial Medal,,2000.0,,National,https://www.skedoc.com/kolkata/doctor/dr-kuntal-bhattacharya-cardiologist,,,2025-03-24 11:43:33,2025-03-24 11:43:33,,
WB047456,Dr. Prasanta Sengupta Memorial Medal,,1998.0,,National,https://www.skedoc.com/kolkata/doctor/dr-kuntal-bhattacharya-cardiologist,,,2025-03-24 11:07:54,2025-03-24 11:07:54,,
WB047456,Gold Medal for Best Performance in DM Super Specialty Final Examinations,Guru Gobind Singh Indraprastha University,2013.0,India,National,https://www.skedoc.com/kolkata/doctor/dr-kuntal-bhattacharya-cardiologist,,,2025-03-24 11:10:15,2025-03-24 11:10:15,,
WB047456,Medal for Meritorious Performance in DM Cardiology Examination,Dr. Ram Manohar Lohia Hospital,2013.0,India,National,https://www.eka.care/doctor/dr-kuntal-bhattacharya-interventional-cardiologist-kolkata,,,2025-03-24 11:49:41,2025-03-24 11:49:41,,
WB047456,Pfizer Award,,2001.0,,National,https://www.skedoc.com/kolkata/doctor/dr-kuntal-bhattacharya-cardiologist,,,2025-03-24 11:51:16,2025-03-24 11:51:16,,
WB047884,,,,,,,,,,,,
WB047952,,,,,,,,,,,,
WB048824,,,,,,,,,,,,
WB049022,,,,,,,,,,,,
WB049336,,,,,,,,,,,,
WB049454,,,,,,,,,,,,
WB049476,,,,,,,,,,,,
WB050055,,,,,,,,,,,,
WB050233,,,,,,,,,,,,
WB050266,,,,,,,,,,,,
WB050374,,,,,,,,,,,,
WB050380,,,,,,,,,,,,
WB050858,,,,,,,,,,,,
WB050868,,,,,,,,,,,,
WB050871,,,,,,,,,,,,
WB051100,,,,,,,,,,,,
WB051942,,,,,,,,,,,,
WB051989,,,,,,,,,,,,
WB052767,,,,,,,,,,,,
WB052809,,,,,,,,,,,,
WB052892,,,,,,,,,,,,
WB052976,,,,,,,,,,,,
WB054657,,,,,,,,,,,,
WB054659,,,,,,,,,,,,
WB490596,1st prize poster presentation in the ISP national conference,,2017.0,India,National,https://www.practo.com/kolkata/doctor/soham-chatterjee-1-dentist,,,2025-04-09 15:37:42,2025-04-09 15:37:42,,
WB490596,Budding dentist of the year,,2021.0,India,National,https://www.practo.com/kolkata/doctor/soham-chatterjee-1-dentist,,,2025-04-09 15:16:14,2025-04-09 15:16:14,,
WB490596,Guident Award,,2018.0,India,National,https://www.practo.com/kolkata/doctor/soham-chatterjee-1-dentist,,,2025-04-09 15:18:03,2025-04-09 15:18:03,,
WB490596,Most Promising Dentist of the Year,,2020.0,India,National,https://www.practo.com/kolkata/doctor/soham-chatterjee-1-dentist,,,2025-04-09 15:45:40,2025-04-09 15:45:40,,
WB490596,Periodontist of the Year,,2022.0,India,National,https://www.practo.com/kolkata/doctor/soham-chatterjee-1-dentist,,,2025-04-09 15:36:07,2025-04-09 15:36:07,,
WB490596,Periodontist of the Year,,2022.0,India,National,https://www.practo.com/kolkata/doctor/soham-chatterjee-1-dentist,,,2025-04-09 15:32:38,2025-04-09 15:32:38,,
WB490596,Top Periodontist,,2022.0,India,National,https://www.practo.com/kolkata/doctor/soham-chatterjee-1-dentist,,,2025-04-09 15:26:56,2025-04-09 15:26:56,,
WB492017,,,,,,,,,,,,
WB497572,,,,,,,,,,,,
AP007468,Corona Warrior Award,,2019.0,India,National,https://www.practo.com/hyderabad/doctor/dr-sanjeev-kumar-3-cardiologist-1,,,2025-04-16 12:02:46,2025-04-16 12:02:46,,
AP010182,First Physician-Diabetologist in Vijayawada Award,,,India,National,https://www.practo.com/vijayawada/doctor/dr-tamma-sree-ram-general-physician?specialization=General%20Physician&practice_id=767320,,,2025-04-27 18:14:20,2025-04-27 18:14:20,,
AP011264,Certification Award,American Diabetes Association,2014.0,United States,National,https://www.practo.com/hyderabad/doctor/dr-dilip-kumar-kandar-diabetologist-general-physician,,,2025-04-25 11:14:11,2025-04-25 11:14:11,,
AP011264,Certification Award,Harvard Medical School,2008.0,United States,National,https://www.practo.com/hyderabad/doctor/dr-dilip-kumar-kandar-diabetologist-general-physician,,,2025-04-25 11:14:11,2025-04-25 11:14:11,,
AP011264,Podiatrist & Diabeteist Food Care Specialist Award,"World Diabetes Foundation, International Diabetes Federation",2004.0,Belgium,International,https://www.practo.com/hyderabad/doctor/dr-dilip-kumar-kandar-diabetologist-general-physician,,,2025-04-25 11:14:11,2025-04-25 11:14:11,,
AP011264,1st Insulin Pump Prescriber in Andhra Pradesh,,2004.0,India,National,https://www.practo.com/hyderabad/doctor/dr-dilip-kumar-kandar-diabetologist-general-physician,,,2025-04-25 11:14:11,2025-04-25 11:14:11,,
AP018306,Special Appreciation Award,,,India,National,https://www.practo.com/hyderabad/doctor/dr-n-papa-rao-general-physician,,,2025-06-12 18:24:32,2025-06-12 18:24:32,,
AP018306,Endless number of Awards,,,India,National,https://www.practo.com/hyderabad/doctor/dr-n-papa-rao-general-physician,,,2025-06-12 18:24:32,2025-06-12 18:24:32,,
AP019740,Gold Medallist in ENT,,2004.0,India,National,https://www.practo.com/hyderabad/doctor/mohammed-anfas-general-physician,,,2025-04-15 17:36:35,2025-04-15 17:36:35,,
AP020114,Pratibha Award,,2001.0,India,National,https://www.practo.com/visakhapatnam/doctor/meghanath-yenni-general-physician,,,2025-04-25 17:54:54,2025-04-25 17:54:54,,
AP022712,2 Gold Medals In MBBS,,2007.0,India,National,https://www.practo.com/nellore/doctor/mv-rama-mohan-endocrinologist,,,2025-04-16 18:22:58,2025-04-16 18:22:58,,
AP028410,Best Poster Award,"APICON, New Delhi",2014.0,India,National,https://www.practo.com/hyderabad/doctor/raghavendra-cheruku-cardiologist/consult,,,2025-04-15 13:37:31,2025-04-15 13:37:31,,
AS007274,Certificate Of Appreciation,PHFI for Thyroid Disease & Cardio-vascular Disease,2015.0,India,National,https://www.practo.com/guwahati/doctor/dr-nasimur-riaz-diabetologist,,,2025-06-12 18:07:09,2025-06-12 18:07:09,,
AS007274,Certificate Of Appreciation,World Heart Federation,2015.0,India,National,https://www.practo.com/guwahati/doctor/dr-nasimur-riaz-diabetologist,,,2025-06-12 18:07:09,2025-06-12 18:07:09,,
BR006654,Outstanding service to the community,"Shri Agarwal Sabha, Chennai",2012.0,India,National,https://www.practo.com/bangalore/doctor/dr-pravin-k-aggarwal-general-physician?practice_id=702067,,,2025-04-16 09:48:41,2025-04-16 09:48:41,,
BR007674,People's Doctor Award,Beejak Sewa Sansthan,2018.0,India,National,https://www.practo.com/ghaziabad/doctor/kaushal-kumar-jha-general-physician,,,2025-04-29 17:25:34,2025-04-29 17:25:34,,
BR019375,Taiwan Family Medicine Research Award,,2016.0,India,National,https://www.practo.com/patna/doctor/pratyush-kumar-mishra-general-practitioner?specialization=General%20Physician&practice_id=1210583,,,2025-04-15 18:22:34,2025-04-15 18:22:34,,
BR019375,Young Researcher Award,,2016.0,India,National,https://www.practo.com/patna/doctor/pratyush-kumar-mishra-general-practitioner?specialization=General%20Physician&practice_id=1210583,,,2025-04-15 18:22:34,2025-04-15 18:22:34,,
BR019375,Best DNB Doctor Award,,,India,National,https://www.drpratyush.com/home,,,2025-06-11 17:18:18,2025-06-11 17:18:18,,
BR019375,Best Physician In Patna,,,India,National,https://www.drpratyush.com/home,,,2025-06-11 17:18:18,2025-06-11 17:18:18,,
BR019375,Best Diabetes Doctor in Patna,,,India,National,https://www.drpratyush.com/home,,,2025-06-11 17:18:18,2025-06-11 17:18:18,,
BR027682,Meritorious Service Award,Indian Railways,2016.0,India,National,https://www.practo.com/patna/doctor/pramod-kumar-ojha-cardiologist,,,2025-06-13 18:01:05,2025-06-13 18:01:05,,
BR028634,President Scout Award,,1994.0,India,National,https://www.practo.com/patna/doctor/amit-kumar-31-diabetologist,,,2025-04-21 17:35:53,2025-04-21 17:35:53,,
DL000235,Gold Medallist,BLDEA's Shri B M Patil Medical College,1996.0,India,National,https://www.practo.com/delhi/doctor/dr-g-j-singh-internal-medicine-1,,,2025-06-14 12:25:33,2025-06-14 12:25:33,,
DL000235,Scholistic Award,Middle East Region - Air India,1990.0,India,National,https://www.practo.com/delhi/doctor/dr-g-j-singh-internal-medicine-1,,,2025-06-14 12:25:33,2025-06-14 12:25:33,,
DL002682,Dr G N Tandon Memorial Gold Medal Award,,,India,National,https://www.practo.com/delhi/doctor/dr-anil-vardani-1-internal-medicine,,,2025-06-10 09:53:16,2025-06-10 09:53:16,,
DL005196,Best Outgoing Resident Award,Maulana Azad Medical College,,India,National,"https://www.practo.com/delhi/doctor/dr-saptarshi-bhattacharya-endocrinologist?practice_id=912154&specialization=Endocrinologist&referrer=doctor_listing#:~:text=Saptarshi%20Bhattacharya%20is%20an%20endocrinologist,)%20from%20Maulana%20Azad%20…",,,2025-04-25 10:24:01,2025-04-25 10:24:01,,
DL006045,Distinguished Service Award,Delhi Medical Association,2009.0,India,National,https://www.practo.com/delhi/doctor/dr-r-k-marya-general-physician,,,2025-06-12 18:17:01,2025-06-12 18:17:01,,
DL006045,Dr. D.K. Pal Memorial Oration,Indian Medical Association,2008.0,India,National,https://www.practo.com/delhi/doctor/dr-r-k-marya-general-physician,,,2025-06-12 18:17:01,2025-06-12 18:17:01,,
DL006045,Executive Editor,IMA Academy,2004.0,India,National,https://www.practo.com/delhi/doctor/dr-r-k-marya-general-physician,,,2025-06-12 18:17:01,2025-06-12 18:17:01,,
DL008137,Won Award For Research Paper Presentation,Endo Update,2016.0,India,National,https://www.practo.com/delhi/doctor/dr-arun-kumar-c-singh-endocrinologist,,,2025-04-25 09:59:39,2025-04-25 09:59:39,,
DL008137,Won Award For Research Paper Presentation,"Esicon, Delhi",2016.0,India,National,https://www.practo.com/delhi/doctor/dr-arun-kumar-c-singh-endocrinologist,,,2025-04-25 09:59:39,2025-04-25 09:59:39,,
DL008205,Gold Medallist,,1995.0,India,National,https://www.practo.com/delhi/doctor/dr-sanjay-k-jain-pediatrician,,,2025-04-16 15:16:14,2025-04-16 15:16:14,,
