uin,award_name,awarded_by,award_year,award_country,award_level,award_source_url_1,award_source_url_2,award_source_url_3,award_processed_date_timestamp,award_inserted_date_timestamp,award_updated_timestamp,award_delete_flag_timestamp
KA003070,,,,,,,,,,,,
KA003129,,,,,,,,,,,,
KA003181,,,,,,,,,,,,
KA003250,,,,,,,,,,,,
KA003304,Best Outgoing Student Award,,2017.0,India,National,https://www.practo.com/bangalore/doctor/dr-venkatesh-t-k,,,2025-04-09 12:12:32,2025-04-09 12:12:32,,
KA003304,Best Outgoing Student Award,,2010.0,India,National,https://www.practo.com/bangalore/doctor/dr-venkatesh-t-k,,,2025-04-09 12:08:28,2025-04-09 12:08:28,,
KA003640,,,,,,,,,,,,
KA003741,,,,,,,,,,,,
KA003758,,,,,,,,,,,,
KA003928,,,,,,,,,,,,
KA005083,,,,,,,,,,,,
KA005390,Best Outgoing in DM Cardiology,JIPMER,,India,National,https://www.practo.com/bangalore/doctor/dr-mahadev-swamy-b-cardiologist,,,2025-04-03 12:21:34,2025-04-03 12:21:34,,
KA005390,Faculty talk on Venous Interventions,"EURO PCR 2018 Conference, Paris",2018.0,India,National,https://www.practo.com/bangalore/doctor/dr-mahadev-swamy-b-cardiologist,,,2025-04-03 12:58:15,2025-04-03 12:58:15,,
KA005390,Won a prize for original research at IHRS and Winner of TN EP Council quiz,,2015.0,India,National,https://www.practo.com/bangalore/doctor/dr-mahadev-swamy-b-cardiologist,,,2025-04-03 12:24:12,2025-04-03 12:24:12,,
KA005562,,,,,,,,,,,,
KA005688,,,,,,,,,,,,
KA005708,,,,,,,,,,,,
KA005786,,,,,,,,,,,,
KA005809,,,,,,,,,,,,
KA006053,,,,,,,,,,,,
KA006061,,,,,,,,,,,,
KA006128,,,,,,,,,,,,
KA006129,,,,,,,,,,,,
KA006167,,,,,,,,,,,,
KA006296,,,,,,,,,,,,
KA006301,,,,,,,,,,,,
KA006459,,,,,,,,,,,,
KA006510,,,,,,,,,,,,
KA006517,,,,,,,,,,,,
KA006802,,,,,,,,,,,,
KA006819,,,,,,,,,,,,
KA006896,,,,,,,,,,,,
KA006900,,,,,,,,,,,,
KA006934,,,,,,,,,,,,
KA006972,,,,,,,,,,,,
KA006978,,,,,,,,,,,,
KA006983,,,,,,,,,,,,
KA007133,,,,,,,,,,,,
KA007184,,,,,,,,,,,,
KA007230,,,,,,,,,,,,
KA007251,Wasir Gold Medal in DNB Cardiology,,,India,National,https://rxdx.in/consultants/dr-deepak-krishnamurthy/?srsltid=AfmBOoq1uUnxn3DkArHusFqjCJKVfezCtOKU2CNn_YzxWtkgLMT0yw0c,,,2025-03-26 14:59:09,2025-03-26 14:59:09,,
KA007268,CSI – Bangalore Chapter. New Modality of imaging coronary arteries,,2005.0,India,National,https://www.practo.com/bangalore/doctor/dr-umesh-gupta-cardiologist-5,,,2025-04-01 17:12:50,2025-04-01 17:12:50,,
KA007268,CSI – Bangalore Chapter: Refractory CCF - Role of Intervention,,2004.0,India,National,https://www.practo.com/bangalore/doctor/dr-umesh-gupta-cardiologist-5,,,2025-04-01 17:44:17,2025-04-01 17:44:17,,
KA007268,National CSI - Bangalore. Correlation of Time of Admission & Clinical Outcome of Patients Admitted with Acute MI,,2004.0,India,National,https://www.practo.com/bangalore/doctor/dr-umesh-gupta-cardiologist-5,,,2025-04-01 17:05:56,2025-04-01 17:05:56,,
KA007268,State CSI - Mangalore. PTCA in Elderly - in Hospital & Longterm Outcome,,2005.0,India,National,https://www.practo.com/bangalore/doctor/dr-umesh-gupta-cardiologist-5,,,2025-04-01 17:21:13,2025-04-01 17:21:13,,
KA007483,,,,,,,,,,,,
KA007526,,,,,,,,,,,,
KA007633,Dr C.S.Patel Gold Medal in Internal Medicine,Mumbai University,2000.0,India,National,https://www.practo.com/bangalore/doctor/dr-sreekanth-b-shetty-vascular-surgeon,,,2025-04-04 12:11:17,2025-04-04 12:11:17,,
KA007633,Dr Palekar Prize,Seth.G.S.Medical College,2000.0,India,National,https://www.practo.com/bangalore/doctor/dr-sreekanth-b-shetty-vascular-surgeon,,,2025-04-04 12:11:17,2025-04-04 12:11:17,,
KA007674,,,,,,,,,,,,
KA007854,,,,,,,,,,,,
KA007858,,,,,,,,,,,,
KA007897,,,,,,,,,,,,
KA007909,ERT Research Award,,2009.0,India,National,https://www.practo.com/bangalore/doctor/r-s-venkatesulu-cardiologist,,,2025-03-25 18:22:21,2025-03-25 18:22:21,,
KA007960,,,,,,,,,,,,
KA008202,,,,,,,,,,,,
KA008240,,,,,,,,,,,,
KA008345,Bronze Medal For Academic Excellence,,2012.0,India,National,https://www.practo.com/bangalore/doctor/basavaraj-gs-endocrinologist,,,2025-04-02 12:55:46,2025-04-02 12:55:46,,
KA008345,Endocrine Hawk Eye Award,,2019.0,India,National,https://www.practo.com/bangalore/doctor/basavaraj-gs-endocrinologist,,,2025-04-02 12:55:46,2025-04-02 12:55:46,,
KA008345,Endocrine TYSA Award,,2019.0,India,National,https://www.practo.com/bangalore/doctor/basavaraj-gs-endocrinologist,,,2025-04-02 12:55:46,2025-04-02 12:55:46,,
KA008345,National Merit Scholarship Award,Government of India,2007.0,India,National,https://www.practo.com/bangalore/doctor/basavaraj-gs-endocrinologist,,,2025-04-02 12:55:46,2025-04-02 12:55:46,,
KA008345,Quiz Award in Endocrine Enrichment Programme,,2019.0,India,National,https://www.practo.com/bangalore/doctor/basavaraj-gs-endocrinologist,,,2025-04-02 12:55:46,2025-04-02 12:55:46,,
KA008404,,,,,,,,,,,,
KA008440,,,,,,,,,,,,
KA008668,,,,,,,,,,,,
KA008833,,,,,,,,,,,,
KA009079,,,,,,,,,,,,
KA009188,,,,,,,,,,,,
KA009217,,,,,,,,,,,,
KA009296,,,,,,,,,,,,
KA009408,Silver Medal,,,India,National,https://www.practo.com/bangalore/doctor/dr-arpandev-bhattacharyya-endocrinologist,,,2025-04-10 13:59:32,2025-04-10 13:59:32,,
KA009432,Best Outgoing Student Award,,2017.0,India,National,https://www.practo.com/bangalore/doctor/dr-m-sudhakar-rao-cardiologist,,,2025-04-09 11:34:02,2025-04-09 11:34:02,,
KA009432,Best Outgoing Student Award,,2010.0,India,National,https://www.practo.com/bangalore/doctor/dr-m-sudhakar-rao-cardiologist,,,2025-04-09 11:17:54,2025-04-09 11:17:54,,
KA009483,First Prize - Paper on Neutrophil Tumor Cell Cannabalism in Oral Squamous Cell Carcinoma,,2015.0,,National,https://www.timesmed.com/Doctor/Bangalore/dr-haraprasad-l-121221,,,2025-03-18 10:58:31,2025-03-18 10:58:31,,
KA009533,,,,,,,,,,,,
KA009537,,,,,,,,,,,,
KA009550,,,,,,,,,,,,
KA009615,,,,,,,,,,,,
KA009623,,,,,,,,,,,,
KA009653,,,,,,,,,,,,
KA009664,,,,,,,,,,,,
KA009684,,,,,,,,,,,,
KA009731,,,,,,,,,,,,
KA009762,Future Onco-Cardio Award For the best paper,International Conference on Onco- Cardiology,2016.0,United States of America,International,https://drmanjunathbv.com/,,,2025-06-17 09:52:57,2025-06-17 09:52:57,,
KA009762,Won best case presentation,Chicago Vascular Conference,2017.0,United States of America,International,https://drmanjunathbv.com/,,,2025-06-17 09:52:57,2025-06-17 09:52:57,,
KA009762,Fellowship Award,Society for Coronary Angiography and Interventions,2012.0,United States of America,International,https://drmanjunathbv.com/,,,2025-06-17 09:52:57,2025-06-17 09:52:57,,
KA009762,Prestigious Fellowship Award,American College of Cardiology,2012.0,United States of America,International,https://drmanjunathbv.com/,,,2025-06-17 09:52:57,2025-06-17 09:52:57,,
KA009790,,,,,,,,,,,,
KA010060,,,,,,,,,,,,
KA010123,,,,,,,,,,,,
KA010215,,,,,,,,,,,,
KA010341,,,,,,,,,,,,
KA010484,,,,,,,,,,,,
KA010573,,,,,,,,,,,,
KA010593,,,,,,,,,,,,
KA010846,,,,,,,,,,,,
KA010927,,,,,,,,,,,,
KA010934,,,,,,,,,,,,
KA010936,,,,,,,,,,,,
KA011102,,,,,,,,,,,,
KA011106,,,,,,,,,,,,
KA011118,,,,,,,,,,,,
KA011148,Top Internal Medicine Doctor in Bangalore,,,India,National,https://www.msdiabetes.com/,,,2025-03-22 11:30:05,2025-03-22 11:30:05,,
KA011277,,,,,,,,,,,,
KA011309,,,,,,,,,,,,
KA011394,,,,,,,,,,,,
KA011399,,,,,,,,,,,,
KA011474,,,,,,,,,,,,
KA011547,,,,,,,,,,,,
KA011598,,,,,,,,,,,,
KA011638,,,,,,,,,,,,
KA011720,,,,,,,,,,,,
KA011724,Gold Medalin his cardiology final examinations,,,,National,https://ortil.com/doctor/dr-keshavamurthy-cb-interventional-cardiologist,,,2025-03-22 10:13:57,2025-03-22 10:13:57,,
KA012263,,,,,,,,,,,,
KA012413,,,,,,,,,,,,
KA012558,,,,,,,,,,,,
KA012753,,,,,,,,,,,,
KA012765,,,,,,,,,,,,
KA012777,,,,,,,,,,,,
KA013168,,,,,,,,,,,,
KA013270,,,,,,,,,,,,
KA013437,,,,,,,,,,,,
KA013502,,,,,,,,,,,,
KA014060,,,,,,,,,,,,
KA014095,,,,,,,,,,,,
KA014778,,,,,,,,,,,,
KA014792,,,,,,,,,,,,
KA015113,,,,,,,,,,,,
KA015848,,,,,,,,,,,,
KA016156,,,,,,,,,,,,
KA016161,A V Gandhi Award for excellence in Endocrinology,,2015.0,India,National,https://www.practo.com/bangalore/doctor/dr-chitra-s-endocrinologist,,,2025-03-24 11:29:28,2025-03-24 11:29:28,,
KA016172,Specialty Certificate in Endocrinology & Diabetes Award,Royal College of Physicians,2022.0,United Kingdom,International,https://www.practo.com/bangalore/doctor/dr-guruprasad-udupi-diabetologist,,,2025-03-24 12:47:33,2025-03-24 12:47:33,,
KA016184,Mahindra & Mahindra/Nightingale Award,,2003.0,India,National,https://www.practo.com/bangalore/doctor/dr-v-s-prakash-cardiologist,,,2025-04-14 17:13:45,2025-04-14 17:13:45,,
KA016184,President's Medal,,,India,National,https://www.practo.com/bangalore/doctor/dr-v-s-prakash-cardiologist,,,2025-04-14 17:44:09,2025-04-14 17:44:09,,
KA016238,,,,,,,,,,,,
KA016290,,,,,,,,,,,,
KA016307,,,,,,,,,,,,
KA016313,,,,,,,,,,,,
KA016352,,,,,,,,,,,,
KA016355,,,,,,,,,,,,
KA016364,First Cardiologist to Perform Absorbable Stent in Private Healthcare Sector in the State of Karnataka,,,India,National,https://www.practo.com/bangalore/doctor/girish-b-navasundi-cardiologist,,,2025-04-04 16:39:24,2025-04-04 16:39:24,,
KA016364,First to Implant MRI Compatible AICD System in the State of Karnataka,,,India,National,https://www.practo.com/bangalore/doctor/girish-b-navasundi-cardiologist,,,2025-04-04 16:57:15,2025-04-04 16:57:15,,
KA016364,First to Implant Tapering Coronary Stent in the State of Karnataka,,,India,National,https://www.practo.com/bangalore/doctor/girish-b-navasundi-cardiologist,,,2025-04-04 16:30:35,2025-04-04 16:30:35,,
KA016440,,,,,,,,,,,,
KA016456,,,,,,,,,,,,
KA016472,,,,,,,,,,,,
KA016476,,,,,,,,,,,,
KA016480,,,,,,,,,,,,
KA016496,,,,,,,,,,,,
KA016523,,,,,,,,,,,,
KA016574,,,,,,,,,,,,
KA016632,Diabetes Awareness Award,DiabetesIndia,2016.0,India,National,https://www.manipalhospitals.com/oldairportroad/doctors/dr-manohar-k-n-consultant-internal-medicine/,,,2025-03-24 12:10:21,2025-03-24 12:10:21,,
KA016632,Diabetes initiative awareness Award,,,India,National,https://www.practo.com/bangalore/doctor/dr-manohar-kn-physiotherapist,,,2025-03-24 12:50:12,2025-03-24 12:50:12,,
KA016632,Kempegowda Award,Bruhat Bengaluru Mahanagara Palike,2018.0,India,National,https://www.manipalhospitals.com/oldairportroad/doctors/dr-manohar-k-n-consultant-internal-medicine/,,,2025-03-24 12:38:19,2025-03-24 12:38:19,,
KA016632,Rising Star Award in Diabetology,Times of India,2018.0,India,National,https://www.manipalhospitals.com/oldairportroad/doctors/dr-manohar-k-n-consultant-internal-medicine/,,,2025-03-24 12:17:55,2025-03-24 12:17:55,,
KA016652,Performed over 4000 Angioplasties & over 8000 Interventions,,,India,National,https://www.practo.com/bangalore/doctor/dr-anand-shenoy-cardiologist,,,2025-04-03 18:24:52,2025-04-03 18:24:52,,
KA016658,National Healthcare Excellence Award,,2016.0,India,National,https://www.practo.com/bangalore/doctor/s-satish-kumar-endocrinologist,,,2025-04-07 09:31:08,2025-04-07 09:31:08,,
KA016694,Best Doctor Award,Ministry of Health in Oman,,Oman,International,"https://www.kasperclinic.com/doctors/dr-ramesh-kumar-d#:~:text=Ramesh%20Kumar%20is%20one%20of,Dr.",,,2025-03-19 11:17:23,2025-03-19 11:17:23,,
KA016703,,,,,,,,,,,,
KA016704,,,,,,,,,,,,
KA016711,,,,,,,,,,,,
KA016725,,,,,,,,,,,,
KA016768,,,,,,,,,,,,
KA016785,,,,,,,,,,,,
KA016846,,,,,,,,,,,,
KA016863,Young Researcher Award,,2013.0,India,National,https://www.practo.com/bangalore/doctor/vijaya-sarathi-endocrinologist,,,2025-04-03 15:55:23,2025-04-03 15:55:23,,
KA016883,,,,,,,,,,,,
KA016988,,,,,,,,,,,,
KA017006,,,,,,,,,,,,
KA017018,,,,,,,,,,,,
KA017058,Fellow Award,,2019.0,India,National,https://www.practo.com/bangalore/doctor/dr-sunil-s-bohra-internal-medicine?practice_id=841695,,,2025-03-20 16:34:49,2025-03-20 16:34:49,,
KA017088,,,,,,,,,,,,
KA017095,,,,,,,,,,,,
KA017166,Gold Medal in MD,Gulbarga University,,India,National,https://sharnbasvauniversity.edu.in/impdoc/administrationdoc/A%20profile%20of%20Dr%20Niranjan%20Nisty.pdf,,,2025-03-24 18:52:46,2025-03-24 18:52:46,,
KA017168,,,,,,,,,,,,
KA017182,,,,,,,,,,,,
KA017199,,,,,,,,,,,,
KA017204,,,,,,,,,,,,
KA017293,,,,,,,,,,,,
KA017432,,,,,,,,,,,,
KA017482,,,,,,,,,,,,
KA017489,,,,,,,,,,,,
KA017516,Second Prize in Endocrinology Quiz,M. S. Ramaiah Memorial Hospital,2006.0,India,National,https://www.apollo247.com/doctors/dr-sheetal-kamat-6acca8b9-56dc-4b84-8959-ef2eeb0b3c2c,,,2025-03-26 13:13:11,2025-03-26 13:13:11,,
KA017516,Second Prize in Infection Control Quiz,P.D. Hinduja Hospital & Medical Research Centre,2014.0,India,National,https://www.apollo247.com/doctors/dr-sheetal-kamat-6acca8b9-56dc-4b84-8959-ef2eeb0b3c2c,,,2025-03-26 13:13:11,2025-03-26 13:13:11,,
KA017555,,,,,,,,,,,,
KA017577,,,,,,,,,,,,
KA017581,,,,,,,,,,,,
KA017598,University Gold Medallist in MBBS,,1983.0,India,National,https://www.practo.com/bangalore/doctor/dr-kirin-varghese-cardiologist,,,2025-03-18 11:12:04,2025-03-18 11:12:04,,
KA017606,,,,,,,,,,,,
KA017627,,,,,,,,,,,,
KA017650,,,,,,,,,,,,
KA017716,Gold Medallist,,,India,National,https://deccanmedicalcentre.com/doctor/ramesh-doddanavar/,,,2025-03-22 09:55:32,2025-03-22 09:55:32,,
KA017756,,,,,,,,,,,,
KA017798,,,,,,,,,,,,
KA017846,,,,,,,,,,,,
KA017867,,,,,,,,,,,,
KA017872,,,,,,,,,,,,
KA017902,,,,,,,,,,,,
KA017907,,,,,,,,,,,,
KA017951,,,,,,,,,,,,
KA017954,,,,,,,,,,,,
KA018071,,,,,,,,,,,,
KA018079,,,,,,,,,,,,
KA018122,,,,,,,,,,,,
KA018268,,,,,,,,,,,,
KA018541,,,,,,,,,,,,
KA018549,,,,,,,,,,,,
KA018788,,,,,,,,,,,,
KA018891,Health care Achievers Award in the field of Diabetes & Endocrinology,Times of India,2018.0,India,National,https://draravindsdiabetescentre.com/awards-and-achievements/,,,2025-06-17 09:04:47,2025-06-17 09:04:47,,
KA018891,Naadaprabhu Kempegowda Award for my work in the field of Diabetes,,2018.0,India,National,https://draravindsdiabetescentre.com/awards-and-achievements/,,,2025-06-17 09:04:47,2025-06-17 09:04:47,,
KA018891,Diabetes Vaidya Rathna Award,,2017.0,India,National,https://draravindsdiabetescentre.com/awards-and-achievements/,,,2025-06-17 09:04:47,2025-06-17 09:04:47,,
KA018891,Diabetes Awareness Initiative Award,Diabetes India Conference,2017.0,India,National,https://draravindsdiabetescentre.com/awards-and-achievements/,,,2025-06-17 09:04:47,2025-06-17 09:04:47,,
KA019079,Presented papers at the International and National conferences,,,India,International,https://www.practo.com/bangalore/doctor/dr-abhijeet-vikas-kulkarni-cardiologist,,,2025-04-15 12:27:49,2025-04-15 12:27:49,,
KA019079,Primary PCI in Anomalous Coronary,TCT India,2012.0,India,National,https://www.practo.com/bangalore/doctor/dr-abhijeet-vikas-kulkarni-cardiologist,,,2025-04-15 12:56:22,2025-04-15 12:56:22,,
KA019079,Reviewed 3 articles published in BMJ case reports,,,India,National,https://www.practo.com/bangalore/doctor/dr-abhijeet-vikas-kulkarni-cardiologist,,,2025-04-15 12:04:20,2025-04-15 12:04:20,,
KA019160,,,,,,,,,,,,
KA019231,,,,,,,,,,,,
KA019234,,,,,,,,,,,,
KA019258,,,,,,,,,,,,
KA019381,,,,,,,,,,,,
KA019469,,,,,,,,,,,,
KA019692,,,,,,,,,,,,
KA019756,,,,,,,,,,,,
KA019896,Gold Medal in Ophthalmology,,,India,National,https://www.practo.com/bangalore/doctor/dr-vikram-kolhari,,,2025-03-24 13:01:34,2025-03-24 13:01:34,,
KA019909,,,,,,,,,,,,
KA019932,,,,,,,,,,,,
KA020035,,,,,,,,,,,,
KA020192,,,,,,,,,,,,
KA020264,,,,,,,,,,,,
KA020278,,,,,,,,,,,,
KA020317,,,,,,,,,,,,
KA020318,,,,,,,,,,,,
KA020357,,,,,,,,,,,,
KA020370,,,,,,,,,,,,
KA020427,,,,,,,,,,,,
KA020440,Gold Medal,Kanyakumari Government Medical College,2019.0,India,National,https://www.practo.com/bangalore/doctor/dr-suhas-raj-s-cardiologist,,,2025-04-04 17:06:10,2025-04-04 17:06:10,,
KA020442,,,,,,,,,,,,
KA020483,1st Prize For The Oral Presentation,"PGIMER, Chandigarh",2014.0,India,National,https://www.oarc.in/teams/dr-mahesh-d-m/,,,2025-03-22 09:07:20,2025-03-22 09:07:20,,
KA020483,Best Community Services carried out during the DM tenure,,2015.0,India,National,https://www.oarc.in/teams/dr-mahesh-d-m/,,,2025-03-22 09:13:39,2025-03-22 09:13:39,,
KA020483,Received 1stPrize in the Radiology Quiz,"PGIMER, Chandigarh",2008.0,India,National,https://www.oarc.in/teams/dr-mahesh-d-m/,,,2025-03-22 09:09:31,2025-03-22 09:09:31,,
KA020483,Torrent Young Scholar Award (TYSA) Endo-201,,2013.0,India,National,https://www.oarc.in/teams/dr-mahesh-d-m/,,,2025-03-22 09:45:04,2025-03-22 09:45:04,,
KA020633,,,,,,,,,,,,
KA020638,,,,,,,,,,,,
KA020740,Smt. Lakshmamma Memorial Gold Medal,,2004.0,India,National,https://www.asterhospitals.in/doctors/aster-whitefield-bangalore/dr-naveen-chandra-g-s,,,2025-03-19 11:04:26,2025-03-19 11:04:26,,
KA020829,,,,,,,,,,,,
KA020834,,,,,,,,,,,,
KA020840,,,,,,,,,,,,
KA020922,,,,,,,,,,,,
KA020926,,,,,,,,,,,,
KA021117,,,,,,,,,,,,
KA021118,,,,,,,,,,,,
KA021151,,,,,,,,,,,,
KA021440,,,,,,,,,,,,
KA021473,,,,,,,,,,,,
KA021548,,,,,,,,,,,,
KA021572,,,,,,,,,,,,
KA021714,,,,,,,,,,,,
KA021769,,,,,,,,,,,,
KA022278,,,,,,,,,,,,
KA022286,,,,,,,,,,,,
KA023055,,,,,,,,,,,,
KA023063,,,,,,,,,,,,
KA023066,,,,,,,,,,,,
KA023080,Gold Medal,,2010.0,India,National,https://www.practo.com/bangalore/doctor/dr-sudarshan-gt-cardiac-surgeon,,,2025-04-09 09:34:47,2025-04-09 09:34:47,,
KA023086,,,,,,,,,,,,
KA023110,,,,,,,,,,,,
KA023126,,,,,,,,,,,,
KA023137,Guest Lectures At Regional Conferences,,,India,National,https://www.practo.com/bangalore/doctor/dr-murali-krishna-7-cardiologist,,,2025-04-07 11:31:48,2025-04-07 11:31:48,,
KA023137,Numerous Presentations At Scientific Conferences,,,India,National,https://www.practo.com/bangalore/doctor/dr-murali-krishna-7-cardiologist,,,2025-04-07 11:27:15,2025-04-07 11:27:15,,
KA023137,Publications In National And International Journals,,,India,International,https://www.practo.com/bangalore/doctor/dr-murali-krishna-7-cardiologist,,,2025-04-07 11:02:34,2025-04-07 11:02:34,,
KA023225,,,,,,,,,,,,
KA023666,,,,,,,,,,,,
KA024001,,,,,,,,,,,,
KA024005,31st Rank in Karnataka State Award,,1989.0,India,National,https://www.docindia.org/doctors/bangalore/dr-mohan-g-family-medicine,,,2025-03-17 13:25:07,2025-03-17 13:25:07,,
KA024005,Gold Medal - MD Examination,,1998.0,India,National,https://www.practo.com/bangalore/doctor/dr-mohan-general-physician-10,,,2025-03-17 13:23:57,2025-03-17 13:23:57,,
KA024611,,,,,,,,,,,,
KA024711,,,,,,,,,,,,
KA024742,,,,,,,,,,,,
KA024757,,,,,,,,,,,,
KA024807,,,,,,,,,,,,
KA024872,,,,,,,,,,,,
KA024995,,,,,,,,,,,,
KA025172,,,,,,,,,,,,
KA025185,,,,,,,,,,,,
KA025186,,,,,,,,,,,,
KA025193,,,,,,,,,,,,
KA025218,Top Doctor,,2021.0,India,National,https://www.practo.com/bangalore/doctor/arun-b-s-cardiologist,,,2025-04-04 11:12:14,2025-04-04 11:12:14,,
KA025399,,,,,,,,,,,,
KA025453,,,,,,,,,,,,
KA025478,,,,,,,,,,,,
KA025527,,,,,,,,,,,,
KA025535,,,,,,,,,,,,
KA025556,,,,,,,,,,,,
KA025881,,,,,,,,,,,,
KA025882,,,,,,,,,,,,
KA025985,,,,,,,,,,,,
KA026476,,,,,,,,,,,,
KA027332,,,,,,,,,,,,
KA027575,,,,,,,,,,,,
KA027695,,,,,,,,,,,,
KA027822,,,,,,,,,,,,
KA027944,,,,,,,,,,,,
KA028461,,,,,,,,,,,,
KA028480,,,,,,,,,,,,
KA028544,,,,,,,,,,,,
KA028592,,,,,,,,,,,,
KA028593,,,,,,,,,,,,
KA028803,,,,,,,,,,,,
KA028808,,,,,,,,,,,,
KA028831,,,,,,,,,,,,
KA028952,,,,,,,,,,,,
KA029043,,,,,,,,,,,,
KA029058,,,,,,,,,,,,
KA029139,,,,,,,,,,,,
KA029149,,,,,,,,,,,,
KA029231,,,,,,,,,,,,
KA029310,,,,,,,,,,,,
KA029337,,,,,,,,,,,,
KA029397,,,,,,,,,,,,
KA029422,,,,,,,,,,,,
KA029468,,,,,,,,,,,,
KA029554,,,,,,,,,,,,
KA029589,,,,,,,,,,,,
KA029705,Silver Medal,,2004.0,India,National,https://www.practo.com/bangalore/doctor/vijaykumar-j-r-cardiologist?,,,2025-04-09 15:12:15,2025-04-09 15:12:15,,
KA029705,Vaidhya Seva Rathna Award,,2024.0,India,National,https://www.practo.com/bangalore/doctor/vijaykumar-j-r-cardiologist?,,,2025-04-09 15:59:54,2025-04-09 15:59:54,,
KA029727,,,,,,,,,,,,
KA029796,,,,,,,,,,,,
KA029825,,,,,,,,,,,,
KA029844,,,,,,,,,,,,
KA029924,,,,,,,,,,,,
KA030047,,,,,,,,,,,,
KA030062,,,,,,,,,,,,
KA030991,,,,,,,,,,,,
KA031222,,,,,,,,,,,,
KA031702,,,,,,,,,,,,
KA032055,Best Poster And Case Presentation Award,,2013.0,India,National,https://www.practo.com/bangalore/doctor/dr-c-m-nagesh-cardiologist-1,,,2025-03-18 14:56:06,2025-03-18 14:56:06,,
KA032055,Gold Medal in MD,,1998.0,India,National,https://www.practo.com/bangalore/doctor/dr-c-m-nagesh-cardiologist-1,,,2025-03-18 14:56:06,2025-03-18 14:56:06,,
KA032055,Jagadeesh Lal Kapila Award,"All India Institute of Medical Sciences, New Delhi",2008.0,India,National,https://www.practo.com/bangalore/doctor/dr-c-m-nagesh-cardiologist-1,,,2025-03-18 14:56:06,2025-03-18 14:56:06,,
KA032068,,,,,,,,,,,,
KA032504,,,,,,,,,,,,
KA032896,Gold Medal,,2022.0,India,National,https://www.practo.com/bangalore/doctor/dr-disha-r-shetty-cardiologist,,,2025-03-29 17:55:35,2025-03-29 17:55:35,,
KA032901,,,,,,,,,,,,
KA032902,,,,,,,,,,,,
KA032918,,,,,,,,,,,,
KA033050,,,,,,,,,,,,
KA033083,,,,,,,,,,,,
KA033539,,,,,,,,,,,,
KA033557,,,,,,,,,,,,
KA033703,,,,,,,,,,,,
KA033877,,,,,,,,,,,,
KA034025,,,,,,,,,,,,
KA034345,,,,,,,,,,,,
KA034418,,,,,,,,,,,,
KA034435,,,,,,,,,,,,
KA034812,,,,,,,,,,,,
KA034838,,,,,,,,,,,,
KA034923,,,,,,,,,,,,
KA034964,,,,,,,,,,,,
KA035151,,,,,,,,,,,,
KA035155,,,,,,,,,,,,
KA035240,,,,,,,,,,,,
KA035324,,,,,,,,,,,,
KA035352,,,,,,,,,,,,
KA035517,,,,,,,,,,,,
KA035574,,,,,,,,,,,,
KA035630,,,,,,,,,,,,
KA035808,,,,,,,,,,,,
KA035938,First Prize,Cardiology Society of India-Karnataka chapter,2012.0,India,National,https://www.practo.com/bangalore/doctor/dr-sunil-kumar-s-cardiologist-2,,,2025-04-03 15:13:42,2025-04-03 15:13:42,,
KA035938,Second Prize,KGH Hospital,2006.0,India,National,https://www.practo.com/bangalore/doctor/dr-sunil-kumar-s-cardiologist-2,,,2025-04-03 15:12:36,2025-04-03 15:12:36,,
KA035938,Third Prize,Madras Medical College,2007.0,India,National,https://www.practo.com/bangalore/doctor/dr-sunil-kumar-s-cardiologist-2,,,2025-04-03 15:29:18,2025-04-03 15:29:18,,
KA036088,,,,,,,,,,,,
KA036339,,,,,,,,,,,,
KA036373,,,,,,,,,,,,
KA036404,,,,,,,,,,,,
KA036508,,,,,,,,,,,,
KA036673,,,,,,,,,,,,
KA037022,Economic Times Doctors Day Award: Inspiring Endocrinologist of India,Economic Time,2018.0,India,National,https://www.manipalhospitals.com/hebbal/doctors/dr-abhijit-bhograj-consultant-endocrinologist-diabetes-and-thyroid/,,,2025-03-19 10:10:03,2025-03-19 10:10:03,,
KA037213,A.V Gandhi Award For Best Thesis Paper,,2016.0,India,National,https://www.practo.com/bangalore/doctor/dr-kranti-k-endocrinologist,,,2025-03-19 14:27:35,2025-03-19 14:27:35,,
KA037264,,,,,,,,,,,,
KA037552,,,,,,,,,,,,
KA037578,,,,,,,,,,,,
KA037669,,,,,,,,,,,,
KA037708,,,,,,,,,,,,
KA037790,,,,,,,,,,,,
KA037888,,,,,,,,,,,,
KA037948,,,,,,,,,,,,
KA038052,,,,,,,,,,,,
KA038061,,,,,,,,,,,,
KA038110,,,,,,,,,,,,
KA038213,,,,,,,,,,,,
KA038223,Black belt in Shotokan style Karate,,,India,National,https://www.manipalhospitals.com/malleshwaram/doctors/dr-chirag-l-u-endocrinologist/,,,2025-03-20 11:52:46,2025-03-20 11:52:46,,
KA038223,Silver and Bronze Medallist in National School games – Badminton,,,India,National,https://www.manipalhospitals.com/malleshwaram/doctors/dr-chirag-l-u-endocrinologist/,,,2025-03-20 11:49:41,2025-03-20 11:49:41,,
KA038232,,,,,,,,,,,,
KA038630,,,,,,,,,,,,
KA038751,,,,,,,,,,,,
KA038791,,,,,,,,,,,,
KA038796,,,,,,,,,,,,
KA038819,,,,,,,,,,,,
KA038829,,,,,,,,,,,,
KA038844,,,,,,,,,,,,
KA038851,,,,,,,,,,,,
KA038922,,,,,,,,,,,,
KA039279,,,,,,,,,,,,
KA039284,,,,,,,,,,,,
KA039633,,,,,,,,,,,,
KA039706,,,,,,,,,,,,
