client_doctor_code,campaign_start_date_(month_year),hcp_email_open_rate,hcp_whatsapp_read_rate,hcp_email_click_rate,hcp_whatsapp_click_rate,hcp_call_productive_rate,last_call_connected_date_(selected_month),average_duration_connected_calls
MH038973,2025-01-01,1.0,,,,1.0,2025-01-10 13:15:00,56.0
AP020532,2025-01-01,1.0,1.0,,,1.0,2025-01-10 13:16:00,61.0
HR011737,2025-01-01,1.0,,,,1.0,2025-01-10 13:18:00,53.0
KA011309,2025-01-01,1.0,,,,,2025-01-10 13:18:00,16.0
UP026647,2025-01-01,1.0,0.75,,,1.0,2025-01-10 13:25:00,47.0
TN043364,2025-01-01,0.16666666666666666,,,,1.0,2025-01-10 13:26:00,41.0
MP012469,2025-01-01,0.3333333333333333,0.6666666666666666,,,,2025-01-10 13:27:00,27.0
PB016438,2025-01-01,,1.0,,,1.0,2025-01-10 13:28:00,42.0
JK008657,2025-01-01,1.0,,,,1.0,2025-01-10 13:31:00,46.0
GJ002842,2025-01-01,,,,,1.0,2025-01-10 13:34:00,43.0
UP036659,2025-01-01,1.0,,,,1.0,2025-01-10 13:36:00,41.0
TN014697,2025-01-01,0.16666666666666666,,,,1.0,2025-01-10 13:38:00,36.0
HR004706,2025-01-01,,,,,1.0,2025-01-10 13:39:00,54.0
MH041438,2025-01-01,0.25,,,,1.0,2025-01-10 13:41:00,41.0
WB004613,2025-01-01,1.0,0.6,,,1.0,2025-01-10 13:43:00,87.0
BR005369,2025-01-01,1.0,,,,,2025-01-10 13:45:00,9.0
DL012073,2025-01-01,1.0,0.2,,,1.0,2025-01-10 13:45:00,68.0
CG006718,2025-01-01,1.0,,,,,2025-01-10 13:46:00,1.0
TN031334,2025-01-01,1.0,,,,1.0,2025-01-10 13:46:00,70.0
TN039931,2025-01-01,1.0,1.0,,,,2025-01-10 13:47:00,16.0
TN034931,2025-01-01,1.0,0.8,,,,2025-01-10 13:48:00,16.0
BR006897,2025-01-01,1.0,0.4,,,1.0,2025-01-10 13:52:00,49.0
KL014080,2025-01-01,,,,,0.6666666666666666,2025-01-10 14:14:00,68.33333333333333
WB018166,2025-01-01,0.16666666666666666,0.6666666666666666,,,0.5,2025-01-10 14:27:00,36.0
KA003782,2025-01-01,,,,,1.0,2025-01-10 14:38:00,94.0
KA038866,2025-01-01,,1.0,,,1.0,2025-01-10 14:43:00,90.0
GJ009582,2025-01-01,,,,,1.0,2025-01-10 14:47:00,43.0
RJ011689,2025-01-01,1.0,,,,1.0,2025-01-10 14:48:00,44.0
GJ004365,2025-01-01,1.0,,,,1.0,2025-01-10 14:52:00,75.0
TN012197,2025-01-01,,0.75,,,1.0,2025-01-10 14:55:00,46.0
KA005843,2025-01-01,,1.0,,,,2025-01-10 14:57:00,18.0
MH026941,2025-01-01,0.3333333333333333,,,,1.0,2025-01-10 14:57:00,41.0
DL021375,2025-01-01,1.0,1.0,,,1.0,2025-01-10 14:58:00,52.0
TN039971,2025-01-01,1.0,1.0,,,1.0,2025-01-10 15:00:00,43.0
WB024493,2025-01-01,0.8333333333333334,,,,1.0,2025-01-10 15:01:00,37.0
AS011721,2025-01-01,,,,,1.0,2025-01-10 15:02:00,133.0
KA020272,2025-01-01,1.0,1.0,,,1.0,2025-01-10 15:02:00,42.0
UP033882,2025-01-01,1.0,,,,1.0,2025-01-10 15:04:00,44.0
JH005794,2025-01-01,0.4,,,,1.0,2025-01-10 15:06:00,77.0
TS021240,2025-01-01,0.16666666666666666,,,,1.0,2025-01-10 15:06:00,61.0
AP026717,2025-01-01,0.8333333333333334,1.0,,,,2025-01-10 15:08:00,10.0
GJ007517,2025-01-01,0.16666666666666666,,,,1.0,2025-01-10 15:08:00,48.0
AS001988,2025-01-01,1.0,1.0,,,1.0,2025-01-10 15:11:00,40.0
MH036401,2025-01-01,0.3333333333333333,,,,1.0,2025-01-10 15:12:00,33.0
TN014506,2025-01-01,1.0,0.6666666666666666,,,,2025-01-10 15:13:00,6.0
RJ011174,2025-01-01,1.0,1.0,,0.3333333333333333,,2025-01-10 15:15:00,7.0
TN006409,2025-01-01,1.0,,,,,2025-01-10 15:16:00,5.0
UP026981,2025-01-01,0.6666666666666666,,,,,2025-01-10 15:16:00,21.0
TN006520,2025-01-01,,1.0,,,,2025-01-10 15:18:00,29.0
MH019041,2025-01-01,,,,,,2025-01-10 15:22:00,1.0
PB016876,2025-01-01,1.0,1.0,,,1.0,2025-01-10 15:22:00,59.0
MH039389,2025-01-01,1.0,1.0,,,1.0,2025-01-10 15:24:00,49.0
