client_doctor_code,campaign_start_date_(month_year),hcp_email_open_rate,hcp_whatsapp_read_rate,hcp_email_click_rate,hcp_whatsapp_click_rate,hcp_call_productive_rate,last_call_connected_date_(selected_month),average_duration_connected_calls
AP015728,2025-02-01,0.4,1.0,,,,,
AP015817,2025-02-01,1.0,,,,,,
AP015890,2025-02-01,,0.3333333333333333,,,,,
AP015981,2025-02-01,,1.0,,,,,
AP016307,2025-02-01,0.3333333333333333,1.0,,0.3333333333333333,,,
AP016337,2025-02-01,0.6,1.0,,,,,
AP016384,2025-02-01,,1.0,,,,,
AP016526,2025-02-01,,1.0,,,,,
AP016548,2025-02-01,0.3333333333333333,1.0,,,,,
AP017130,2025-02-01,1.0,1.0,,,,,
AP017168,2025-02-01,,1.0,,,,,
AP017200,2025-02-01,1.0,1.0,,,,,
AP017346,2025-02-01,1.0,1.0,,,,,
AP017558,2025-02-01,0.8,,,,,,
AP017677,2025-02-01,,0.25,,,,,
AP017706,2025-02-01,1.0,1.0,,,,,
AP017715,2025-02-01,0.4,1.0,,,,,
