UIN,acd_institute_name,acd_institute_type,acd_department,acd_position,acd_city,acd_state,acd_country,acd_postal_code,acd_tenure_from_date,acd_tenure_to_date,acd_association_type,acd_source_url1,acd_source_url2,acd_source_url3,acd_processed_timestamp,acd_inserted_timestamp,acd_updated_timestamp,acd_processed_date,acd_inserted_date,acd_updated_date,acd_delete_flag_timestamp,acd_processed_date timestamp,acd_inserted_date timestamp,,,,
MH034918,College of Physician & Surgeons,Academic,Department of Diabetology,Post Graduate Teacher,Mumbai,Maharashtra,India,400012,,,National,https://www.practo.com/mumbai/doctor/dr-pradeep-talwalkar-diabetologist-2,,,18:49,18:49,,13/06/2025,13/06/2025,,,13/06/2025 18:49,13/06/2025 18:49,,,,
MH035120,Rajiv Gandhi Medical College and Chhatrapati Shivaji Maharaj Hospital,Hospital,Department of Endocrinology,Assistant Professor,Thane,Maharashtra,India,400605,1991,,National,https://www.practo.com/thane/doctor/dr-vijay-negalur-endocrinologist,,,17:55,17:55,,16/04/2025,16/04/2025,,,16/04/2025 17:55,16/04/2025 17:55,,,,
MH035126,B.J. Medical College,Academic,Department of Internal Medicine,Lecturer,Ahmedabad,Gujarat,India,380016,1995,1997,National,https://www.practo.com/pune/doctor/dr-aniruddha-tongaonkar-cardiologist,,,12:54,12:54,,14/06/2025,14/06/2025,,,14/06/2025 12:54,14/06/2025 12:54,,,,
MH035146,B.J. Medical College,Academic,Department of Internal Medicine,Assistant Professor,Ahmedabad,Gujarat,India,380016,2010,2012,National,https://www.practo.com/pune/doctor/dr-abhishek-karmalkar-general-physician,,,12:08,12:08,,14/06/2025,14/06/2025,,,14/06/2025 12:08,14/06/2025 12:08,,,,
MH038422,"Grant Medical College & Sir JJ Group of Hospitals, Mumbai",Hospital,,Assistant Professor,Mumbai,Maharashtra,India,400008,2015,2017,National,https://www.linkedin.com/in/dr-shriram-nawade-a32835b5/details/experience/?profileUrn=urn%3Ali%3Afsd_profile%3AACoAABiBioYBYfW_Qw6LKUrMT9wb7aXNLDnzK8M,,,9:42:14,9:42:14,,10/06/2025,10/06/2025,,,10/06/2025 9:42,10/06/2025 9:42,,,,
MH038422,"Grant Medical College & Sir JJ Group of Hospitals, Mumbai",Hospital,Department of Nephrology,Senior Resident,Mumbai,Maharashtra,India,400008,2012,2012,National,https://www.linkedin.com/in/dr-shriram-nawade-a32835b5/details/experience/?profileUrn=urn%3Ali%3Afsd_profile%3AACoAABiBioYBYfW_Qw6LKUrMT9wb7aXNLDnzK8M,,,9:42,9:42,,10/06/2025,10/06/2025,,,10/06/2025 9:42,10/06/2025 9:42,,,,
MH038422,"Grant Medical College & Sir JJ Group of Hospitals, Mumbai",Hospital,,Junior Resident,Mumbai,Maharashtra,India,400008,2009,2010,National,https://www.linkedin.com/in/dr-shriram-nawade-a32835b5/details/experience/?profileUrn=urn%3Ali%3Afsd_profile%3AACoAABiBioYBYfW_Qw6LKUrMT9wb7aXNLDnzK8M,,,9:42:14,9:42:14,,10/06/2025,10/06/2025,,,10/06/2025 9:42,10/06/2025 9:42,,,,
MH040693,B.J. Govt. Medical College and Sassoon General Hospital,Hospital,Department of Internal Medicine,Assistant Professor,Pune,Maharashtra,India,411001,2015,2016,National,https://www.practo.com/pune/doctor/dr-rahul-mahajan-1,,,9:16,9:16,,10/06/2025,10/06/2025,,,10/06/2025 9:16,10/06/2025 9:16,,,,
MH051107,People's Medical College and Research Centre,Academic,Endocrinology,Professor,Bhopal,Madhya Pradesh,India,462037,,,National,https://www.linkedin.com/in/jaideep-khare-6849aa73,,,17:45,17:45,,11/06/2025,11/06/2025,,,11/06/2025 17:45,11/06/2025 17:45,,,,
MH051107,People's College of Medical Sciences & Research Centre,Academic,Endocrinology,Associate Professor,Bhopal,Madhya Pradesh,India,462037,,,National,https://www.linkedin.com/in/jaideep-khare-6849aa73,,,17:45,17:45,,11/06/2025,11/06/2025,,,11/06/2025 17:45,11/06/2025 17:45,,,,
MH051107,MGM Medical College,Academic,Endocrinology,Assistant Professor,Mumbai,Maharashtra,India,410209,,,National,https://www.linkedin.com/in/jaideep-khare-6849aa73,,,17:45:44,17:45:44,,11/06/2025,11/06/2025,,,11/06/2025 17:45,11/06/2025 17:45,,,,
MH053228,Grant Government Medical College,Academic,Department of Cardiology,Assistant Professor,Mumbai,Maharashtra,India,400008,2017,2018,National,https://www.practo.com/mumbai/doctor/dr-hemant-khemani-cardiologist,,,14:47,14:47,,26/04/2025,26/04/2025,,,26/04/2025 14:47,26/04/2025 14:47,,,,
MH056720,Seth GS Medical College,Academic,Department of Cardiology,Assistant Professor,Mumbai,Maharashtra,India,400012,,,National,https://www.practo.com/thane/doctor/dr-ameya-amonkar-cardiologist-2,,,9:09,9:09,,10/06/2025,10/06/2025,,,10/06/2025 9:09,10/06/2025 9:09,,,,
MH059515,LTMG Medical College,Academic,Department of Cardiology,Professor,Mumbai,Maharashtra,India,400022,,,National,https://in.linkedin.com/in/milind-phadke-129588338,,,18:33:42,18:33:42,,13/06/2025,13/06/2025,,,13/06/2025 18:33,13/06/2025 18:33,,,,
MH072102,"Topiwala National Medical College, Mumbai ",Academic,Department of Endocrinology,Assistant Professor,Mumbai,Maharashtra,India,400008,2024,,National,https://www.linkedin.com/in/ankan-jha-518b31252/?originalSubdomain=in,,,18:26:10,18:26:10,,13/06/2025,13/06/2025,,,13/06/2025 18:26,13/06/2025 18:26,,,,
MH074621,Datta Meghe Institute of Medical Sciences,Academic,Department of General Medicine,Associate Professor,Wardha,Maharashtra,India,442001,,,National,https://www.researchgate.net/profile/Sandip-Mohale,,,12:26,12:26,,14/06/2025,14/06/2025,,,14/06/2025 12:26,14/06/2025 12:26,,,,
MH074786,"Dr. D. Y. Patil Medical College, Hospital & Research Centre",Hospital,Department of General Medicine,Assistant Professor,Pimpri-Chinchwad,Maharashtra,India,411018,,,National,https://medical.dpu.edu.in/medicine-faculty.aspx,,,18:01,18:01,,12/06/2025,12/06/2025,,,12/06/2025 18:01,12/06/2025 18:01,,,,
MH082683,NMC Specialty Hospital,Hospital,Interventional Cardiology,Consultant,Abu Dhabi,,United Arab Emirates,,,,International,https://www.drsanjayrajdev.com/about,,,18:29,18:29,,13/06/2025,13/06/2025,,,13/06/2025 18:29,13/06/2025 18:29,,,,
MH082683,Seven Hills Hospital,Hospital,,Consultant,Mumbai,Maharashtra,India,400059,,,National,https://www.drsanjayrajdev.com/about,,,18:29:36,18:29:36,,13/06/2025,13/06/2025,,,13/06/2025 18:29,13/06/2025 18:29,,,,
MH082683,Seven Hills Hospital,Hospital,Department of Cardiology,Head,Mumbai,Maharashtra,India,400059,,,National,https://www.drsanjayrajdev.com/about,,,18:29,18:29,,13/06/2025,13/06/2025,,,13/06/2025 18:29,13/06/2025 18:29,,,,
MH082683,Greater Kailash Hospital,Hospital,"Cardiac and Vascular Interventions, Department of Cardiology",Consultant,Indore,Madhya Pradesh,India,452018,,,National,https://www.drsanjayrajdev.com/about,,,18:29,18:29,,13/06/2025,13/06/2025,,,13/06/2025 18:29,13/06/2025 18:29,,,,
MH082683,"Eternal Heart Care, SK Soni Hospital",Hospital,"Cardiac and Vascular Interventions, Department of Cardiology",Consultant,Jaipur,Rajasthan,India,302017,,,National,https://www.drsanjayrajdev.com/about,,,18:29,18:29,,13/06/2025,13/06/2025,,,13/06/2025 18:29,13/06/2025 18:29,,,,
MP009987,Maître Dental College & Research Institute,Academic,,Assistant Professor,Indore,Madhya Pradesh,India,453112,2010,2016,National,https://www.practo.com/Raipur/doctor/jitendra-saraf-dentist,,,13:53,13:53,,25/04/2025,25/04/2025,,,25/04/2025 13:53,25/04/2025 13:53,,,,
MP010666,Bhopal Memorial Hospital & Research Centre,Hospital,Department of Cardiology,Assistant Professor,Bhopal,Madhya Pradesh,India,462038,2000,2007,National,https://www.practo.com/bhopal/doctor/dr-rk-singh-cardiologist?practice_id=933641&specialization=Pain%20in%20Left%20part%20of%20Chest&&category_name=symptom&category_id=157,,,15:06,15:06,,17/04/2025,17/04/2025,,,17/04/2025 15:06,17/04/2025 15:06,,,,
MP010666,Sri Venkateswara Institute Of Medical Sciences,Academic,Department of Cardiology,Assistant Professor,Tirupati,Andhra Pradesh,India,517507,1999,2000,National,https://www.practo.com/bhopal/doctor/dr-rk-singh-cardiologist?practice_id=933641&specialization=Pain%20in%20Left%20part%20of%20Chest&&category_name=symptom&category_id=157,,,15:06,15:06,,17/04/2025,17/04/2025,,,17/04/2025 15:06,17/04/2025 15:06,,,,
MP011077,Escorts Arneja Heart Institute,Academic,Department of Cardiology,Consultant,Nagpur,Maharashtra,India,440010,2005,2006,National,https://www.practo.com/bangalore/doctor/dr-alkesh-jain-cardiologist,,,12:10,12:10,,20/04/2025,20/04/2025,,,20/04/2025 12:10,20/04/2025 12:10,,,,
MP011077,Nizam's Institute Of Medical Sciences,Academic,Department of Cardiology,Assistant Professor,Hyderabad,Telangana,India,500082,2005,2005,National,https://www.practo.com/bangalore/doctor/dr-alkesh-jain-cardiologist,,,12:10,12:10,,20/04/2025,20/04/2025,,,20/04/2025 12:10,20/04/2025 12:10,,,,
OD002398,S.C.B. Medical College and Hospital cuttack,Hospital,Cardiology,Professor,Cuttack,Odisha,India,753001,,,National,https://www.justdial.com/Cuttack/Dr-L-N-Mohanty-MS-Surgery-DrNB-GI-Surgery-Associate-Professor-Surgery-Beside-SR-Hostel-Near-Cardiology-Department-Ranihat/0671PX671-X671-140221160021-F7S1_BZDET,,,17:18:46,17:18:46,,11/06/2025,11/06/2025,,,11/06/2025 17:18,11/06/2025 17:18,,,,
OD003880,Apollo Health Education and Research Foundation,Academic,Department of Cardiology,Adjunct Associate Professor,Hyderabad,Hyderabad,India,500033,2014,2017,National,https://www.practo.com/bhubaneswar/doctor/dr-prasant-kumar-sahoo-cardiologist-1,,,9:11:26,9:11:26,,10/06/2025,10/06/2025,,,10/06/2025 9:11,10/06/2025 9:11,,,,
OD003880,LTM Medical College and Sion Hospital,Hospital,Department of Cardiology,Associate Professor,Mumbai,Maharashtra,India,400022,1999,2001,National,https://www.practo.com/bhubaneswar/doctor/dr-prasant-kumar-sahoo-cardiologist-1,,,9:11,9:11,,10/06/2025,10/06/2025,,,10/06/2025 9:11,10/06/2025 9:11,,,,
OD004418,"All India Institute of Medical Sciences, Bhubaneswar",Hospital,Department of Cardiology,Associate Professor,Bhubaneswar,Odisha,India,751019,,,National,https://aiimsbhubaneswar.nic.in/facultyDirectory.aspx,,,18:17,18:17,,13/06/2025,13/06/2025,,,13/06/2025 18:17,13/06/2025 18:17,,,,
OD005824,Institute of Medical Sciences and Sum Hospital,Hospital,,Professor,Bhubaneswar,Odisha,India,751003,,,National,https://www.linkedin.com/in/shobhitendu-kabi-a62320192/?originalSubdomain=in,,,18:51,18:51,,12/06/2025,12/06/2025,,,12/06/2025 18:51,12/06/2025 18:51,,,,
OD006155,SCB Medical College & Hospital,Hospital,,Professor,Cuttack,Odisha,India,753001,,,National,https://scbmch.in/faculties/dr-m-r-behera/,,,9:24,9:24,,10/06/2025,10/06/2025,,,10/06/2025 9:24,10/06/2025 9:24,,,,
OD006894,"MKCG Medical College, Berhampur",Academic,,Professor,Berhampur,Odisha,India,760004,,,National,https://www.linkedin.com/in/prabeen-rath-497432178/,,,12:39,12:39,,14/06/2025,14/06/2025,,,14/06/2025 12:39,14/06/2025 12:39,,,,
OD006943,Kalinga Hospital,Hospital,,Interventional Cardiologist,Bhubaneswar,Odisha,India,751024,,,National,https://www.linkedin.com/in/dr-binaya-binakar/?originalSubdomain=in,,,17:39,17:39,,11/06/2025,11/06/2025,,,11/06/2025 17:39,11/06/2025 17:39,,,,
OD007388,S.C.B. Medical College and Hospital cuttack,Hospital,Department of Medicine,Assistant Professor,Cuttack,Odisha,India,753001,,,National,https://scbmch.in/faculties/dr-dipti-ranjan-darjee/,,,17:20:05,17:20:05,,11/06/2025,11/06/2025,,,11/06/2025 17:20,11/06/2025 17:20,,,,
OD007522,MKCG Medical College,Academic,,Junior Resident,Berhampu,Odisha,India,760004,,,National,https://www.linkedin.com/in/dr-siba-p-dalai-48b7b61b/,,,17:49,17:49,,11/06/2025,11/06/2025,,,11/06/2025 17:49,11/06/2025 17:49,,,,
OD010007,S.C.B. Medical College,Academic,,Medicine Specialist,Cuttack,Odisha,India,753001,,,National,https://www.linkedin.com/in/dr-sudhanshu-sekhar-panda-2a21b5140/?originalSubdomain=in,,,12:38:40,12:38:40,,14/06/2025,14/06/2025,,,14/06/2025 12:38,14/06/2025 12:38,,,,
OD010445,"MKCG Medical College, Berhampur",Academic,Department of Medicine,Assistant Professor,Berhampur,Odisha,India,760004,2018,,National,https://in.linkedin.com/in/dr-satya-ranjan-sethy-3a6b41141,,,17:27,17:27,,11/06/2025,11/06/2025,,,11/06/2025 17:27,11/06/2025 17:27,,,,
OD010445,"MKCG Medical College, Berhampur",Academic,Department of Medicine,Senior Resident,Berhampur,Odisha,India,760004,2018,,National,https://in.linkedin.com/in/dr-satya-ranjan-sethy-3a6b41141,,,17:27,17:27,,11/06/2025,11/06/2025,,,11/06/2025 17:27,11/06/2025 17:27,,,,
OD013402,SCB Medical College & Hospital,Hospital,,Assistant Professor,Cuttack,Odisha,India,753001,,,National,https://scbmch.in/faculties/dr-manoj-kumar-parida/,,,9:56,9:56,,10/06/2025,10/06/2025,,,10/06/2025 9:56,10/06/2025 9:56,,,,
PB011051,Dayanand Medical College & Hospital,Hospital,Department of Cardiology,Assistant Professor,Ludhiana,Punjab,India,141001,2013,2022,National,https://www.linkedin.com/in/dr-bhupinder-singh-bb04b776/,,,18:48,18:48,,12/06/2025,12/06/2025,,,12/06/2025 18:48,12/06/2025 18:48,,,,
PC000209,Pondicherry Institute of Medical Sciences,Academic,,Assistant Professor,Kalapet,Puducherry ,India,605014,2024,,National,https://www.linkedin.com/in/sathish-kumar-r-8a7268ab/,,,18:51:21,18:51:21,,12/06/2025,12/06/2025,,,12/06/2025 18:51,12/06/2025 18:51,,,,
PC000209,"Government Medical College, Kozhikode",Academic,,Senior Resident,Kozhikode,Kerala,India,673008,2023,2024,National,https://www.linkedin.com/in/sathish-kumar-r-8a7268ab/,,,18:51,18:51,,12/06/2025,12/06/2025,,,12/06/2025 18:51,12/06/2025 18:51,,,,
PC000209,"Government Medical College, Kozhikode",Academic,,Junior Resident,Kozhikode,Kerala,India,673008,2020,2023,National,https://www.linkedin.com/in/sathish-kumar-r-8a7268ab/,,,18:51,18:51,,12/06/2025,12/06/2025,,,12/06/2025 18:51,12/06/2025 18:51,,,,
RJ001897,Royal College of Physicians,Academic,,Physician,London,,United Kingdom,NW1 4LE,2023,2025,International,https://www.linkedin.com/in/hemant-chaturvedi-39a3a624/?originalSubdomain=in,,,12:08,12:08,,14/06/2025,14/06/2025,,,14/06/2025 12:08,14/06/2025 12:08,,,,
RJ005758,Grant Government Medical College,Academic,Department of Cardiology,Assistant Professor,Mumbai,Maharashtra,India,400003,2009,2019,National,https://www.practo.com/jodhpur/doctor/dr-ravi-inania-cardiologist,,,14:01,14:01,,29/04/2025,29/04/2025,,,29/04/2025 14:01,29/04/2025 14:01,,,,
TN012398,"Sree Balaji Medical College and Hospital, BIHER University",Academic,,Professor,Chennai,Tamil Nadu,India,600044,,,National,https://www.researchgate.net/profile/S-Gopalakrishnan-4,,,17:22,17:22,,11/06/2025,11/06/2025,,,11/06/2025 17:22,11/06/2025 17:22,,,,
TN024430,Madras Medical College,Academic,Department of Cardiology,Assistant Professor,Chennai,Tamil Nadu,India,600003,1998,2002,National,https://www.practo.com/chennai/doctor/dr-d-prabhakar-cardiologist,,,13:43,13:43,,18/04/2025,18/04/2025,,,18/04/2025 13:43,18/04/2025 13:43,,,,
TN026725,Government Royapettah Hospital,Hospital,Department of Cardiology,Assistant Professor,Chennai,Tamil Nadu,India,600014,2014,,National,https://www.practo.com/chennai/doctor/dr-r-hariharakrishnan-cardiologist-1,,,11:38,11:38,,21/04/2025,21/04/2025,,,21/04/2025 11:38,21/04/2025 11:38,,,,
TN026725,The Chennai Speciality Klinic,Academic,Department of Cardiology,Consultant,Chennai,Tamil Nadu,India,600090,2014,,National,https://www.practo.com/chennai/doctor/dr-r-hariharakrishnan-cardiologist-1,,,11:38,11:38,,21/04/2025,21/04/2025,,,21/04/2025 11:38,21/04/2025 11:38,,,,
TN026725,Thoothukudi Medical College,Academic,Department of Cardiology,Assistant Professor,Thoothukudi,Tamil Nadu,India,628008,2008,2010,National,https://www.practo.com/chennai/doctor/dr-r-hariharakrishnan-cardiologist-1,,,11:38,11:38,,21/04/2025,21/04/2025,,,21/04/2025 11:38,21/04/2025 11:38,,,,
TN040133,Sri Ramachandra University,Academic,Department of Cardiology,Associate Professor,Chennai,Karnataka,India,600116,2007,2014,National,https://www.practo.com/chennai/doctor/dr-p-manokar-cardiologist,,,12:14,12:14,,23/04/2025,23/04/2025,,,23/04/2025 12:14,23/04/2025 12:14,,,,
TN051055,"Sri Venkateshwaraa Medical College, Ariyur",Academic,Department of Internal Medicine,Assistant Professor,Ariyur,Puducherry,India,605107,2012,2015,National,https://www.practo.com/puducherry/doctor/dr-vijay-prasad-general-physician,,,18:15,18:15,,12/06/2025,12/06/2025,,,12/06/2025 18:15,12/06/2025 18:15,,,,
TN051055,Sri Venkateshwaraa Medical College & Hospital,Hospital,,Assistant Professor,Puducherry,Puducherry,India,605107,2012,2016,National,https://www.linkedin.com/in/vijay-prasad-25333889/?originalSubdomain=in,,,18:15,18:15,,12/06/2025,12/06/2025,,,12/06/2025 18:15,12/06/2025 18:15,,,,
TS002874,Nizam's Institute of Medical Sciences,Hospital,Department of Vascular Surgery,Assistant Professor,Hyderabad,Telangana,India,500082,,,National,https://www.skedoc.com/hyderabad/doctor/dr-anusha-arumalla-vascular-surgeon,,,9:34:29,9:34:29,,10/06/2025,10/06/2025,,,10/06/2025 9:34,10/06/2025 9:34,,,,
TS002884,NIMS HYDERABAD,Hospital,,Assistant Professor,Hyderabad,Telangana,India,500082,,,National,https://www.linkedin.com/in/ramakrishna-tella-3902b463/?originalSubdomain=in,,,18:16,18:16,,12/06/2025,12/06/2025,,,12/06/2025 18:16,12/06/2025 18:16,,,,
TS005000,Nizams Institute of Medical Sciences,Academic,Department of Cardiology,Associate Professor,Hyderabad,Telangana,India,500082,1988,1993,National,https://www.practo.com/hyderabad/doctor/dr-shailender-singh-cardiologist-1?practice_id=777490,,,18:47,18:47,,12/06/2025,12/06/2025,,,12/06/2025 18:47,12/06/2025 18:47,,,,
TS005000,Sree Chitra Tirunal Institute of Medical Sciences and Technology,Academic,Department of Cardiology,Senior Resident,Thiruvananthapuram,Kerala,India,695011,1985,1987,National,https://www.practo.com/hyderabad/doctor/dr-shailender-singh-cardiologist-1?practice_id=777490,,,18:47:51,18:47:51,,12/06/2025,12/06/2025,,,12/06/2025 18:47,12/06/2025 18:47,,,,
TS005009,Nizam's Institute of Medical Sciences,Hospital,Department of Cardiology,Associate Professor,Hyderabad,Telangana,India,500082,,,National,https://www.researchgate.net/profile/Nuthalapati-Kumari,,,18:28,18:28,,12/06/2025,12/06/2025,,,12/06/2025 18:28,12/06/2025 18:28,,,,
TS005976,MNR Group of Institution,Hospital,Department of Physiology and Diabetology,Professor,Kukatpally,Telangana,India,500085,,,National,https://www.practo.com/medak/clinic/sidhi-vinayaka-hospitals-sangareddy https://www.researchgate.net/profile/Nanda-Lg-2,,,18:58,18:58,,12/06/2025,12/06/2025,,,12/06/2025 18:58,12/06/2025 18:58,,,,
TS008127,Deccan Medical College,Academic,Department of Diabetology,Associate Professor,Hyderabad,Telangana,India,500002,2013,,National,https://www.practo.com/hyderabad/doctor/dr-mansoor-ali-khan-diabetologist,,,12:06,12:06,,28/04/2025,28/04/2025,,,28/04/2025 12:06,28/04/2025 12:06,,,,
TS008304,Mallareddy Institute Od Medical Sciences,Academic,Department of Internal Medicine,Assistant Professor,Hyderabad,Telangana,India,500055,2012,2014,National,https://www.practo.com/hyderabad/doctor/dr-c-nithya-general-physician/recommended?practice_id=689857&specialization=Fever&referrer=doctor_listing&category_name=symptom&category_id=1037,,,12:41,12:41,,24/04/2025,24/04/2025,,,24/04/2025 12:41,24/04/2025 12:41,,,,
TS008304,Narayana Medical College,Academic,Department of Internal Medicine,Assistant Professor,Nellore,Andhra Pradesh,India,524003,2009,2010,National,https://www.practo.com/hyderabad/doctor/dr-c-nithya-general-physician/recommended?practice_id=689857&specialization=Fever&referrer=doctor_listing&category_name=symptom&category_id=1037,,,12:41,12:41,,24/04/2025,24/04/2025,,,24/04/2025 12:41,24/04/2025 12:41,,,,
TS013150,NRI Academy of Medical Sciences,Academic,Department of Cardiology,Professor,Guntur,Andhra Pradesh,India,522503,2008,2021,National,https://www.practo.com/bangalore/doctor/dr-biju-govind-cardiologist,,,13:56,13:56,,17/04/2025,17/04/2025,,,17/04/2025 13:56,17/04/2025 13:56,,,,
TS013949,AIIMS Bibinagar,Hospital,Department of General Medicine,Assistant Professor,Bibinagar,Telangana,India,508126,,,National,https://aiimsbibinagar.edu.in/pdf/Faculty%20Biodata/Brief%20Biodata%20_GOLLA%20VAHINI.pdf,,,18:53,18:53,,12/06/2025,12/06/2025,,,12/06/2025 18:53,12/06/2025 18:53,,,,
TS021592,SVS Medical College,Academic,Department of Medicine,Associate Professor,Mahbubnagar,Telangana,India,509001,,,National,https://www.linkedin.com/in/rajendra-prasad-saligommula-60172419a/details/experience/,,,18:46:52,18:46:52,,13/06/2025,13/06/2025,,,13/06/2025 18:46,13/06/2025 18:46,,,,
TS021592,Acta Scientific Publications Private Limited,Academic,,Reviewer,Hyderabad,Telangana,India,500085,,,National,https://www.linkedin.com/in/rajendra-prasad-saligommula-60172419a/details/experience/,,,18:46,18:46,,13/06/2025,13/06/2025,,,13/06/2025 18:46,13/06/2025 18:46,,,,
TS021592,Royal Wolverhampton NHS Trust,Academic,,Senior Clinical Fellow,Wolverhampton,,United Kingdom,WV10 0QP,,,International,https://www.linkedin.com/in/rajendra-prasad-saligommula-60172419a/details/experience/,,,18:46,18:46,,13/06/2025,13/06/2025,,,13/06/2025 18:46,13/06/2025 18:46,,,,
TS022310,King George's Medical University,Academic,,Senior Resident,Lucknow,Uttar Pradesh,India,226003,2012,2015,National,https://www.linkedin.com/in/ajeya-mundhekar-155b19148/,,,18:39,18:39,,12/06/2025,12/06/2025,,,12/06/2025 18:39,12/06/2025 18:39,,,,
TS025461,Nizam's Institute of Medical Sciences,Hospital,,Assistant Professor,Hyderabad,Telangana,India,500082,,,National,https://www.linkedin.com/in/sreekhar-pentamsetty-74906a140/?originalSubdomain=in,,,18:39,18:39,,12/06/2025,12/06/2025,,,12/06/2025 18:39,12/06/2025 18:39,,,,
TS027305,Government Medical College & General Hospital,Hospital,Department of Cardiology,Assistant professor,Nizamabad,Telangana,India,503001,,,National,https://www.linkedin.com/in/dr-g-ravi-kiran-6371a79b/?originalSubdomain=in,,,18:01,18:01,,13/06/2025,13/06/2025,,,13/06/2025 18:01,13/06/2025 18:01,,,,
UK003004,Government medical college,Academic,Department of Medicine,Associate Consultant,Dehradun,Uttarakhand,India,248001,2013,2019,National,https://www.linkedin.com/in/dr-abhishek-rastogi-559398a8/?originalSubdomain=in,,,12:17,12:17,,14/06/2025,14/06/2025,,,14/06/2025 12:17,14/06/2025 12:17,,,,
UK003004,Government medical college,Academic,Department of Medicine,Assistant Professor,Dehradun,Uttarakhand,India,248001,2013,2019,National,https://www.linkedin.com/in/dr-abhishek-rastogi-559398a8/?originalSubdomain=in,,,12:17,12:17,,14/06/2025,14/06/2025,,,14/06/2025 12:17,14/06/2025 12:17,,,,
UK004696,F H Medical College,Academic,Department of Medicine,Associate Professor,Agra,Uttar Pradesh,India,283201,2011,2018,National,https://www.linkedin.com/in/dr-prem-narayan-vaish-716827172/?originalSubdomain=in,,,12:46,12:46,,14/06/2025,14/06/2025,,,14/06/2025 12:46,14/06/2025 12:46,,,,
UK004696,F H Medical College,Academic,Department of Medicine,Assistant Professor,Agra,Uttar Pradesh,India,283201,2011,2018,National,https://www.linkedin.com/in/dr-prem-narayan-vaish-716827172/?originalSubdomain=in,,,12:46,12:46,,14/06/2025,14/06/2025,,,14/06/2025 12:46,14/06/2025 12:46,,,,
UP000138,Sanjay Gandhi Postgraduate Institute of Medical Sciences,Hospital,Endocrinology,Assistant Professor,Lucknow,Uttar Pradesh,India,226014,,,National,https://sgpgims.org.in/Departments/Endocrinology/en/page/Faculty.html,,,17:10:50,17:10:50,,11/06/2025,11/06/2025,,,11/06/2025 17:10,11/06/2025 17:10,,,,
UP006649,Jubilee Mission Medical College and Research Institute,Hospital,,Assistant Professor,Thrissur,Kerala,India,680005,,,National,https://www.linkedin.com/in/jayakrishnan-c-menon-a554b426b/?originalSubdomain=in,,,12:15,12:15,,14/06/2025,14/06/2025,,,14/06/2025 12:15,14/06/2025 12:15,,,,
UP007991,King George's Medical University,Academic,,Professor,Lucknow,Uttar Pradesh,India,226003,2024,,National,https://www.linkedin.com/in/pravesh-vishwakarma-6385681b/,,,17:43:36,17:43:36,,11/06/2025,11/06/2025,,,11/06/2025 17:43,11/06/2025 17:43,,,,
UP007991,King George's Medical University,Academic,,Professor (Jr Grade)/Additional Professor,Lucknow,Uttar Pradesh,India,226003,2021,2025,National,https://www.linkedin.com/in/pravesh-vishwakarma-6385681b/,,,17:43:36,17:43:36,,11/06/2025,11/06/2025,,,11/06/2025 17:43,11/06/2025 17:43,,,,
UP007991,King George's Medical University,Academic,Department of Cardiology,Associate Professor,Lucknow,Uttar Pradesh,India,226003,2015,2021,National,https://www.linkedin.com/in/pravesh-vishwakarma-6385681b/,,,17:43,17:43,,11/06/2025,11/06/2025,,,11/06/2025 17:43,11/06/2025 17:43,,,,
UP007991,"King George's Medical University,",Academic,Department of Cardiology,Professor,Lucknow,Uttar Pradesh,India,226003,,,National,https://mymedisage.com/profile/dr-pravesh-vishwakarma-v12,,,17:43:36,17:43:36,,11/06/2025,11/06/2025,,,11/06/2025 17:43,11/06/2025 17:43,,,,
UP009560,Pushpanjali institute of cardiac sciences,Academic,Department of Cardiology,Head,Agra,Uttar Pradesh,India,282002,2014,2018,National,https://www.practo.com/agra/doctor/vinesh-jain-cardiologist,,,12:29,12:29,,14/06/2025,14/06/2025,,,14/06/2025 12:29,14/06/2025 12:29,,,,
UP027114,Banaras Hindu University,Academic,Department of Cardiology,Professor,Varanasi,Uttar Pradesh,India,221005,,,National,https://bhu.ac.in/Site/FacultyProfile/1_73?FA001207#faculty-product-tab1,,,18:16,18:16,,12/06/2025,12/06/2025,,,12/06/2025 18:16,12/06/2025 18:16,,,,
UP027169,Banaras Hindu University,Academic,General Medicine ,Assistant Professor,Varanasi,Uttar Pradesh,India,221005,,,National,https://bhu.irins.org/profile/109659,,,17:39:28,17:39:28,,11/06/2025,11/06/2025,,,11/06/2025 17:39,11/06/2025 17:39,,,,
UP029390,King George's Medical University,Academic,Cardiology,Professor,Lucknow,Uttar Pradesh,India,226003,,,National,https://www.researchgate.net/profile/Akshyaya-Pradhan,,,9:20,9:20,,10/06/2025,10/06/2025,,,10/06/2025 9:20,10/06/2025 9:20,,,,
UP029945,Dr. Ram Manohar Lohia Institute of Medical Sciences,Hospital,Cardiology,Assistant Professor Cardiology,Lucknow,Uttar Pradesh,India,226010,,,National,https://www.drrmlims.ac.in/newcv/drsudarshankmarvijay.pdf,,,9:25,9:25,,10/06/2025,10/06/2025,,,10/06/2025 9:25,10/06/2025 9:25,,,,
UP033756,Dr. Ram Manohar Lohia Institute of Medical Sciences,Hospital,Cardiology,Professor Jr,Lucknow,Uttar Pradesh,India,226010,,,National,https://www.drrmlims.ac.in/department/cardiology,,,9:27,9:27,,10/06/2025,10/06/2025,,,10/06/2025 9:27,10/06/2025 9:27,,,,
